gene	UMAP_1	UMAP_2	UMAP_1_scaled	UMAP_2_scaled	UMAP Cluster blood	UMAP Cluster brain	UMAP Cluster singlecell	UMAP Cluster tissue	UMAP Cluster celline
ENSG00000125457	-5.419254853	5.017088706	-0.626438146	0.609959566	8	13	14	19	27
ENSG00000125458	-0.085642887	5.180949027	0.011020551	0.629543703	32	25	5	66	27
ENSG00000125459	-0.577647997	-0.175074285	-0.047782553	-0.010593537	5	45	36	68	45
ENSG00000125482	-4.157993866	3.396079833	-0.475695687	0.416221024	22	55	55	16	6
ENSG00000125484	3.825442957	6.007634932	0.478462821	0.728346938	0	35	39	16	43
ENSG00000125485	-0.360203339	4.331102187	-0.021794163	0.527972335	3	25	44	16	43
ENSG00000125492	0.917340683	1.221126849	0.1308944	0.156276599	0	49	11	65	11
ENSG00000125503	3.54885404	-1.943217224	0.445405671	-0.221917139	25	32	32	64	4
ENSG00000125505	2.598248647	-3.276505178	0.331791917	-0.381268064	21	1	74	43	53
ENSG00000125508	-2.833431004	6.242481047	-0.31738756	0.756415103	0	6	46	68	7
ENSG00000125510	1.625138448	-2.153856462	0.215488451	-0.247092164	25	38	36	5	14
ENSG00000125520	-2.81556092	-3.884002632	-0.315251777	-0.453874496	0	39	33	83	62
ENSG00000125522	5.834606336	-1.340393728	0.718592526	-0.149869326	0	53	73	0	53
ENSG00000125531	-1.397996141	-5.221746927	-0.145828316	-0.613758031	34	46	21	42	15
ENSG00000125533	-2.789310536	-2.708936399	-0.312114403	-0.313433798	0	19	0	0	59
ENSG00000125534	-4.987173392	6.240611845	-0.574796953	0.756191701	19	13	5	34	62
ENSG00000125538	-5.46782477	-3.233238166	-0.632243089	-0.37609691	28	44	29	77	53
ENSG00000125551	5.181527303	5.392055327	0.640538308	0.654774549	0	15	43	31	59
ENSG00000125611	-2.359421266	-4.136547988	-0.260735215	-0.484058026	10	39	39	68	26
ENSG00000125618	-3.238219513	-2.887678569	-0.365766775	-0.334796573	18	43	37	51	15
ENSG00000125629	4.129480528	6.673209959	0.514800559	0.807894643	25	35	45	83	53
ENSG00000125630	4.187534021	2.948624426	0.521738953	0.362742379	33	31	18	16	26
ENSG00000125633	-5.596374823	-4.948816842	-0.64760704	-0.581138175	24	42	78	40	26
ENSG00000125637	5.608030485	-3.880159443	0.691512801	-0.453415169	24	51	19	47	46
ENSG00000125648	5.780138181	-4.926162606	0.712082641	-0.578430603	24	51	5	33	23
ENSG00000125650	6.06129949	4.900159651	0.745686271	0.595984525	41	15	36	65	23
ENSG00000125651	5.217257665	5.980085188	0.644808703	0.725054268	24	15	36	65	23
ENSG00000125652	-4.130765153	-0.666627115	-0.472441385	-0.069342585	18	21	63	44	23
ENSG00000125656	-2.577129914	-3.639880842	-0.286755156	-0.424697729	33	39	15	54	23
ENSG00000125657	5.856875585	1.845566088	0.721254086	0.230907867	14	34	78	29	55
ENSG00000125675	6.548494505	-4.161261385	0.803914485	-0.487011703	0	51	34	17	16
ENSG00000125676	-3.395503832	3.169408614	-0.384564966	0.389129901	3	50	55	53	36
ENSG00000125686	-4.411326124	3.47844773	-0.505973264	0.42606541	43	55	39	4	27
ENSG00000125691	-4.78617747	1.875479037	-0.550774471	0.234482981	18	7	64	18	25
ENSG00000125703	-4.983905388	7.303518111	-0.57440637	0.883227347	32	11	51	9	5
ENSG00000125726	-0.372355296	4.732050711	-0.023246531	0.575892605	16	25	14	70	15
ENSG00000125730	-6.312088324	-2.623822874	-0.733147158	-0.303261263	40	20	62	83	53
ENSG00000125731	-2.69571117	6.06836682	-0.300927663	0.735605447	43	6	45	27	53
ENSG00000125733	-1.573042466	-3.40531916	-0.166749374	-0.396663559	8	44	14	19	23
ENSG00000125734	-8.263189627	-6.231898582	-0.966337442	-0.734488591	29	47	35	24	23
ENSG00000125735	-6.894396616	-3.8682738	-0.80274305	-0.45199463	21	12	19	83	55
ENSG00000125740	5.246068643	6.122084433	0.648252113	0.742025629	35	15	80	77	64
ENSG00000125741	0.726842331	-1.930809682	0.108126559	-0.220434224	33	38	48	35	4
ENSG00000125743	-3.68289466	-0.676776117	-0.418913131	-0.070555566	3	27	64	16	4
ENSG00000125744	3.42834823	-0.511675542	0.431003146	-0.050823197	41	52	4	2	33
ENSG00000125746	-2.713163323	4.776709372	-0.303013497	0.581230086	42	26	66	39	7
ENSG00000125753	-6.47030933	-3.897614902	-0.752057299	-0.455501398	45	12	58	25	4
ENSG00000125755	6.72008531	2.705097014	0.824422548	0.33363665	14	48	57	4	4
ENSG00000125772	3.515187429	0.705333525	0.44138193	0.094630394	37	37	29	6	55
ENSG00000125775	4.921307253	-3.025165504	0.609437521	-0.351228635	33	40	45	75	2
ENSG00000125779	1.694739984	-2.681068128	0.223807036	-0.310103059	38	38	53	4	62
ENSG00000125787	5.539408849	5.057912642	0.683311331	0.614838731	0	15	36	8	2
ENSG00000125798	-0.23017676	-4.315431303	-0.006253742	-0.50543767	0	41	16	48	10
ENSG00000125810	-6.363800837	-4.018477863	-0.739327695	-0.469946608	38	12	41	7	48
ENSG00000125812	-0.88186319	4.678143317	-0.084141519	0.569449741	2	25	80	5	62
ENSG00000125813	3.504326509	-1.367702192	0.440083862	-0.153133158	0	32	59	24	65
ENSG00000125814	2.306778597	-0.536346143	0.296956215	-0.05377176	42	24	25	17	17
ENSG00000125816	1.938552545	-5.090477115	0.252946846	-0.598069023	0	56	79	63	12
ENSG00000125817	-4.200858666	5.035291487	-0.48081877	0.612135112	12	13	33	9	62
ENSG00000125818	-1.808050526	-1.922708219	-0.194836894	-0.219465959	42	4	36	72	62
ENSG00000125820	-7.264873816	4.756611639	-0.84702147	0.57882806	0	30	20	9	12
ENSG00000125821	6.524582075	3.495436484	0.801056537	0.428095859	15	9	45	34	62
ENSG00000125826	-1.442987753	5.923014456	-0.151205591	0.718233331	28	25	22	47	15
ENSG00000125827	1.965442346	-5.006837672	0.256160641	-0.588072666	21	56	63	74	69
ENSG00000125834	1.396926092	-2.18945021	0.188213135	-0.251346231	38	38	36	76	62
ENSG00000125835	-4.731727196	3.087229544	-0.544266723	0.379308083	13	55	39	77	62
ENSG00000125841	4.777299093	-2.24120993	0.59222606	-0.257532411	14	40	10	61	10
ENSG00000125843	4.905469106	-5.597565716	0.607544589	-0.658674864	33	33	39	54	62
ENSG00000125844	-6.412866665	5.917467886	-0.745191909	0.71757042	29	30	77	15	63
ENSG00000125845	-0.63691528	-0.060556596	-0.054866016	0.003093304	0	49	48	57	64
ENSG00000125846	5.100761579	3.161488348	0.63088541	0.388183292	24	31	8	49	62
ENSG00000125848	4.011789011	6.395236784	0.500734391	0.77467205	0	31	72	51	15
ENSG00000125851	4.850740122	-1.198359674	0.60100353	-0.132893804	0	52	34	17	10
ENSG00000125863	1.329924749	-4.943662768	0.180205318	-0.580522174	5	23	49	23	62
ENSG00000125864	4.285576509	-5.128445989	0.533456723	-0.602606959	1	33	67	32	69
ENSG00000125868	-3.806518508	-0.7249381	-0.433688314	-0.076311754	3	27	32	41	27
ENSG00000125869	1.898019479	-0.345514005	0.248102445	-0.030964025	8	24	6	33	14
ENSG00000125870	-4.694692327	-1.047823137	-0.539840417	-0.11490209	3	21	56	16	69
ENSG00000125871	-5.830841137	4.652787024	-0.675629812	0.566419226	41	13	12	13	62
ENSG00000125872	4.476062463	-5.779639008	0.556223083	-0.680435765	0	33	72	57	15
ENSG00000125875	-1.052447988	-2.514625257	-0.104529347	-0.290210262	3	19	63	79	62
ENSG00000125877	4.065745519	-2.163448041	0.507183125	-0.248238523	13	14	39	18	62
ENSG00000125878	-8.465126826	-6.388608819	-0.990472423	-0.753218169	0	47	41	12	49
ENSG00000125885	-1.493264867	5.461411292	-0.157214574	0.663063784	32	25	79	4	62
ENSG00000125888	-5.01177652	-3.37147302	-0.577737451	-0.392618361	0	21	63	46	57
ENSG00000125895	1.800475286	-0.332646554	0.23644423	-0.029426143	0	24	65	25	70
ENSG00000125898	0.693555998	0.157038027	0.104148268	0.029099617	25	49	57	13	12
ENSG00000125901	-0.823434903	-0.164029783	-0.077158331	-0.009273528	12	45	39	43	62
ENSG00000125910	-7.321929766	-4.857406026	-0.853840641	-0.570213005	19	12	19	81	6
ENSG00000125912	3.689645933	-1.768334096	0.462232732	-0.201015587	2	32	39	47	23
ENSG00000125931	1.935241865	-5.048202938	0.252551162	-0.593016529	0	56	3	50	69
ENSG00000125944	-4.145279242	3.127236182	-0.47417607	0.384089567	33	55	39	16	37
ENSG00000125945	-4.420757843	2.763867194	-0.507100518	0.340660701	21	55	49	80	5
ENSG00000125952	-1.135649873	5.233888442	-0.114473409	0.635870876	42	25	57	40	49
ENSG00000125954	-7.121543242	4.903833205	-0.829890993	0.596423578	33	30	76	44	69
ENSG00000125962	6.490125822	-1.216112798	0.79693842	-0.135015609	30	53	16	68	33
ENSG00000125966	3.318954633	7.382227713	0.417928723	0.892634503	0	35	69	65	15
ENSG00000125967	3.529184507	-0.640635675	0.443054822	-0.066236159	25	52	21	54	7
ENSG00000125968	-6.304184986	-4.218405074	-0.732202572	-0.493841361	21	12	41	41	53
ENSG00000125970	-5.658629013	5.599427992	-0.65504749	0.679559163	7	30	5	19	62
ENSG00000125971	3.575714277	-2.083085245	0.448615933	-0.238633782	25	14	39	33	62
ENSG00000125975	3.910915064	0.498415762	0.488678213	0.069900149	0	37	21	10	27
ENSG00000125977	-5.416512085	4.350885207	-0.626110338	0.530336748	12	28	15	19	62
ENSG00000125991	-5.108432604	-6.353682703	-0.589289522	-0.749043896	13	36	77	53	62
ENSG00000125995	-4.425649239	-1.044296926	-0.507685124	-0.114480647	10	21	45	54	62
ENSG00000125999	5.96087663	-3.981174415	0.733684006	-0.465488202	0	51	35	75	27
ENSG00000126001	2.617652582	-4.956200129	0.334111023	-0.582020605	30	56	49	78	72
ENSG00000126003	5.174106764	2.761736685	0.639651426	0.340406068	40	16	63	77	62
ENSG00000126005	-7.227814032	-5.862325663	-0.842592187	-0.690318248	45	42	45	43	62
ENSG00000126010	5.575340437	-2.851106351	0.687605776	-0.330425561	0	14	65	15	3
ENSG00000126012	5.273612665	5.332177931	0.651544099	0.647618167	33	15	55	19	36
ENSG00000126016	-1.912079169	-3.754539913	-0.207270112	-0.438401467	0	39	3	50	70
ENSG00000126062	-5.170967413	-4.023642009	-0.596763511	-0.470563812	36	44	50	68	8
ENSG00000126067	-6.342351748	4.947874838	-0.736764159	0.601687314	10	30	15	43	37
ENSG00000126070	-6.081298186	6.694276625	-0.705563752	0.810412473	36	11	55	40	37
ENSG00000126088	-4.299113108	-0.885044759	-0.492561872	-0.095447264	10	21	1	56	47
ENSG00000126091	1.418748068	-2.150682157	0.190821238	-0.24671278	24	38	8	3	14
ENSG00000126106	-5.411299301	6.749636466	-0.62548732	0.81702893	29	11	36	78	53
ENSG00000126107	-3.418854786	6.547794157	-0.387355808	0.79290529	12	6	5	48	37
ENSG00000126214	2.007867979	-0.292147344	0.261231237	-0.024585788	25	24	71	65	30
ENSG00000126215	-3.237486495	6.563196951	-0.365679166	0.794746189	42	6	52	13	30
ENSG00000126216	-6.258438898	5.332770163	-0.726735125	0.647688949	7	30	52	40	19
ENSG00000126217	4.111793207	0.55919295	0.512686619	0.077164072	0	37	41	65	9
ENSG00000126218	0.414356874	1.000026995	0.070779153	0.12985135	0	49	53	83	18
ENSG00000126226	3.711773084	2.793947035	0.464877309	0.344255761	5	31	70	78	19
ENSG00000126231	3.507648157	4.729042822	0.440480857	0.575533111	0	5	62	1	59
ENSG00000126233	3.993392156	0.604090029	0.498535649	0.082530048	0	37	59	27	53
ENSG00000126243	3.530438589	-2.179491228	0.443204707	-0.250155961	1	32	33	66	4
ENSG00000126246	-3.331603183	-3.574443763	-0.376927735	-0.416876868	10	44	14	47	55
ENSG00000126247	3.037840532	-1.504036611	0.384330736	-0.169427475	10	1	45	23	4
ENSG00000126249	4.908970998	2.35328179	0.607963125	0.291588658	30	34	67	79	4
ENSG00000126254	-2.963416649	-0.374787038	-0.332923089	-0.034462658	36	27	27	66	4
ENSG00000126259	5.935376333	-3.464253372	0.73063628	-0.403707214	0	34	71	15	71
ENSG00000126261	-3.776307656	3.426847273	-0.430077596	0.419898264	3	55	48	4	4
ENSG00000126262	-4.968784405	7.049156958	-0.572599152	0.852826799	21	11	74	81	10
ENSG00000126264	-6.15629275	-2.788795894	-0.714526897	-0.322978386	33	20	19	81	14
ENSG00000126266	-5.666863037	7.192661101	-0.656031598	0.869978021	0	11	20	5	46
ENSG00000126267	3.611919569	-2.158674186	0.45294309	-0.247667965	10	14	39	35	4
ENSG00000126351	4.987243341	-5.273827618	0.617318021	-0.619982573	21	33	6	33	65
ENSG00000126353	-5.375316216	7.547358328	-0.62118672	0.912370462	43	11	14	36	21
ENSG00000126368	4.312783884	0.938306147	0.536708474	0.122474644	1	37	12	13	53
ENSG00000126391	-4.920788361	7.092327887	-0.566862796	0.85798647	7	11	12	47	69
ENSG00000126432	-4.618686391	-3.357170528	-0.530756396	-0.390908966	29	44	42	23	24
ENSG00000126453	-5.237170054	-4.033325976	-0.604675869	-0.471721214	5	20	52	70	4
ENSG00000126456	-2.496222167	-0.686644739	-0.277085284	-0.071735037	5	27	55	47	4
ENSG00000126457	-2.635037979	-0.655076211	-0.293676169	-0.067962053	12	27	15	79	4
ENSG00000126458	-2.432042731	-3.185737794	-0.269414733	-0.370419795	40	47	32	41	64
ENSG00000126460	-2.468817039	5.263116652	-0.273809898	0.639364152	0	25	45	24	53
ENSG00000126461	3.260877775	-2.239259904	0.410987536	-0.25729935	20	32	63	79	4
ENSG00000126464	3.082599806	-2.846729463	0.389680242	-0.329902448	0	32	9	66	4
ENSG00000126467	3.792409109	7.065498168	0.474514706	0.854779855	40	35	11	32	14
ENSG00000126500	4.497925447	-3.953880256	0.558836087	-0.462226079	0	38	76	33	17
ENSG00000126522	-3.887418224	-5.078405386	-0.443357227	-0.596626243	25	44	5	1	57
ENSG00000126524	-5.147213055	4.262533003	-0.593924455	0.519777134	3	28	11	54	39
ENSG00000126545	2.453462289	-4.827822751	0.314487448	-0.566677293	0	56	17	73	72
ENSG00000126561	0.61139624	-4.293530649	0.094328758	-0.502820164	33	56	17	7	47
ENSG00000126562	-3.412024273	5.11132794	-0.386539444	0.621222781	0	47	16	52	27
ENSG00000126581	-4.575964762	-1.895882553	-0.525650424	-0.216259829	42	21	49	35	27
ENSG00000126583	6.272210287	-4.513440197	0.770893752	-0.529103151	0	51	69	61	53
ENSG00000126602	2.315524744	-1.832933134	0.298001531	-0.208736287	33	1	56	19	54
ENSG00000126603	-2.015505327	-3.58928532	-0.219631323	-0.41865069	0	44	32	7	72
ENSG00000126653	-3.078743233	5.564989859	-0.346706606	0.675443211	22	6	39	9	27
ENSG00000126698	-3.485127522	-0.397338098	-0.395276544	-0.037157899	29	27	39	3	37
ENSG00000126705	2.522676634	-3.269096321	0.322759757	-0.380382578	0	40	12	66	33
ENSG00000126709	-3.627507461	-3.237890428	-0.412293404	-0.376652935	28	43	24	60	31
ENSG00000126733	3.623005556	-4.044903463	0.454268057	-0.473104923	0	14	69	33	11
ENSG00000126746	-3.033002271	4.376543814	-0.341239772	0.533403394	33	55	49	40	38
ENSG00000126749	-4.375521256	-0.636548227	-0.501693965	-0.065747639	12	21	15	68	30
ENSG00000126752	4.495839761	6.221792037	0.558586811	0.753942409	0	15	79	42	51
ENSG00000126756	-5.492404772	3.351401144	-0.635180824	0.41088115	18	28	64	18	36
ENSG00000126759	4.589346574	-3.292204088	0.569762489	-0.383144355	38	15	29	81	14
ENSG00000126767	5.622842001	-4.415653175	0.693283033	-0.517415913	13	51	6	22	36
ENSG00000126768	-3.325030817	-0.334373182	-0.376142224	-0.029632505	29	27	39	23	36
ENSG00000126773	-3.480419351	-1.257036394	-0.394713836	-0.139906685	15	21	55	16	30
ENSG00000126775	5.662188696	0.700615221	0.697985642	0.094066475	43	34	55	4	47
ENSG00000126777	-3.04024942	3.409652525	-0.342105931	0.417843195	30	50	12	14	30
ENSG00000126778	-6.20037563	-5.599705404	-0.719795562	-0.658930594	0	42	75	19	10
ENSG00000126785	4.438356565	-1.684077924	0.551716577	-0.19094552	0	32	54	62	69
ENSG00000126787	-4.720950199	6.99023419	-0.542978686	0.845784511	16	11	52	67	30
ENSG00000126790	-3.573463334	2.464186484	-0.405834198	0.304843683	33	50	56	78	7
ENSG00000126803	-6.815240218	5.34806996	-0.793282494	0.649517539	0	30	31	54	53
ENSG00000126804	-5.314711167	5.188537413	-0.613943371	0.630450646	5	28	78	40	59
ENSG00000126814	3.664032625	3.039911086	0.4591715	0.373652711	8	31	21	16	30
ENSG00000126821	-6.416188313	4.39564305	-0.745588903	0.535686083	42	30	58	9	46
ENSG00000126822	-5.471346451	7.524213606	-0.632663991	0.909604268	21	11	48	34	53
ENSG00000126838	-2.115111662	-6.213044142	-0.231536	-0.73223516	1	46	42	31	7
ENSG00000126858	4.516492532	1.273807818	0.561055174	0.162572885	7	34	10	3	1
ENSG00000126860	-6.041022374	5.774896437	-0.700750097	0.700530671	21	28	29	9	51
ENSG00000126861	5.160959886	1.453190619	0.638080147	0.184012226	0	34	42	33	24
ENSG00000126870	6.040322469	3.377180869	0.743179155	0.413962272	30	4	42	8	39
ENSG00000126878	-4.178890063	6.060790831	-0.478193143	0.734699986	0	6	4	52	15
ENSG00000126882	6.566814588	-3.889067715	0.806104051	-0.454479861	25	51	11	4	14
ENSG00000126883	-3.781185461	5.756971175	-0.430660578	0.698388292	38	6	29	78	43
ENSG00000126895	3.359274553	7.435814673	0.42274765	0.89903907	40	35	41	7	70
ENSG00000126903	-1.775386764	-1.438714212	-0.19093301	-0.161620321	41	18	57	41	36
ENSG00000126934	2.713996099	-1.103478139	0.345625736	-0.121553823	45	52	36	35	23
ENSG00000126945	-4.506214215	-1.538765615	-0.517314029	-0.17357819	28	21	27	35	36
ENSG00000126947	2.946186231	-4.50907368	0.373376465	-0.528581276	2	14	6	64	33
ENSG00000126950	2.304579424	-4.17379958	0.296693376	-0.488510234	0	1	32	80	17
ENSG00000126953	3.32906835	-3.307943767	0.419137487	-0.385025518	18	14	12	35	49
ENSG00000126970	0.028430389	0.237765604	0.024654276	0.038747956	24	49	69	64	6
ENSG00000127022	-5.023483826	-1.907913869	-0.579136677	-0.217697779	10	21	75	43	22
ENSG00000127054	3.955425905	0.703930193	0.493998027	0.094462671	12	37	63	66	37
ENSG00000127080	2.829450296	0.804482275	0.359424505	0.106480381	33	37	12	27	43
ENSG00000127081	3.313145803	5.916205222	0.417234468	0.71741951	1	2	49	28	43
ENSG00000127083	-0.195890976	-6.373207813	-0.002155999	-0.751377483	0	23	53	62	44
ENSG00000127084	-6.366772009	-3.576888984	-0.739682802	-0.417169114	35	12	19	70	59
ENSG00000127124	6.448767828	3.092348868	0.791995426	0.379919931	37	4	69	65	55
ENSG00000127125	-4.655174209	-1.696698373	-0.53511732	-0.192453881	25	21	39	52	27
ENSG00000127129	-5.544750048	-6.276830858	-0.641436988	-0.739858774	0	36	35	27	15
ENSG00000127152	5.623159574	-5.071508115	0.693320988	-0.5958019	11	51	78	67	59
ENSG00000127184	-4.485760166	-1.416310972	-0.514869417	-0.158942747	12	21	39	23	22
ENSG00000127191	0.750885414	1.617867762	0.111000123	0.203693987	12	49	39	16	43
ENSG00000127220	4.823732542	-2.323727792	0.597775658	-0.26739472	25	40	63	5	23
ENSG00000127241	-3.06812997	-4.245130723	-0.345438138	-0.497035537	0	39	53	83	64
ENSG00000127249	-1.895340575	-4.081699794	-0.205269561	-0.47750272	0	39	47	50	53
ENSG00000127252	3.410102056	-3.081661886	0.428822414	-0.357980928	4	14	70	72	11
ENSG00000127311	-6.580240561	5.487717444	-0.765195979	0.666207824	3	30	78	47	55
ENSG00000127314	-4.171210839	3.092461401	-0.477275343	0.379933381	28	55	57	77	5
ENSG00000127324	-7.207359625	4.859691435	-0.840147532	0.591147875	0	30	5	45	57
ENSG00000127325	3.828545736	6.13929444	0.478833656	0.744082522	0	10	2	14	46
ENSG00000127328	-0.695557667	4.224363142	-0.061874794	0.515215177	24	50	36	8	10
ENSG00000127329	-8.3466285	-6.304822719	-0.976309828	-0.743204284	17	47	41	7	48
ENSG00000127334	6.779533552	-5.086695379	0.831527639	-0.59761704	42	29	16	35	38
ENSG00000127337	-3.611192299	2.5245493	-0.410343461	0.312058081	3	50	31	4	38
ENSG00000127362	4.841872381	4.832985693	0.599943682	0.587956078	0	10	0	0	56
ENSG00000127364	4.947978185	4.641265685	0.612625157	0.565042227	0	10	55	65	56
ENSG00000127366	4.765289949	4.777252966	0.59079076	0.581295055	0	10	76	66	56
ENSG00000127377	0.386890815	-6.83262462	0.067496485	-0.806285722	0	23	9	51	59
ENSG00000127399	0.790445493	-4.474364823	0.115728235	-0.524432969	12	56	38	78	15
ENSG00000127415	6.196423696	4.460161025	0.761835946	0.543397094	33	48	77	66	64
ENSG00000127418	-2.405300243	-2.671498245	-0.266218544	-0.308959292	37	19	10	68	32
ENSG00000127419	-3.352933778	6.837735945	-0.379477109	0.827558338	10	6	39	43	22
ENSG00000127423	3.001105474	0.628078753	0.379940262	0.085397115	41	37	79	4	37
ENSG00000127445	2.97121303	-0.944986528	0.376367599	-0.10261134	29	52	63	33	23
ENSG00000127452	-2.817390314	6.541010672	-0.315470421	0.792094546	45	6	50	66	23
ENSG00000127463	3.451530622	-3.14282102	0.433773842	-0.3652905	33	14	4	19	37
ENSG00000127472	-6.415821148	-5.60523895	-0.745545021	-0.659591948	0	42	68	30	72
ENSG00000127481	2.326106237	-1.712279027	0.299266202	-0.194316038	38	1	49	21	37
ENSG00000127483	-4.981008841	6.966488654	-0.574060183	0.842946509	45	11	55	40	37
ENSG00000127507	-2.915518416	6.521489912	-0.327198423	0.789761478	37	6	29	70	71
ENSG00000127511	3.479366468	-3.105148262	0.437100707	-0.360787955	25	14	27	66	23
ENSG00000127526	1.344400095	-2.20940513	0.181935372	-0.253731189	42	38	28	68	23
ENSG00000127527	1.19824736	-2.388647741	0.164467597	-0.275153775	32	38	21	79	23
ENSG00000127528	-8.146462752	-6.256386077	-0.952386566	-0.737415269	35	47	53	41	51
ENSG00000127530	8.01784818	2.411272818	0.979527613	0.298519587	20	9	3	24	57
ENSG00000127533	6.281117605	4.234501654	0.77195833	0.516426904	20	48	57	7	47
ENSG00000127540	-2.299615426	-0.547344869	-0.253587384	-0.055086298	36	45	39	23	23
ENSG00000127554	-2.11104287	4.051946455	-0.231049709	0.494608407	45	26	5	78	54
ENSG00000127561	2.584998296	-1.811064428	0.330208272	-0.206122599	14	1	69	22	59
ENSG00000127564	-2.957969574	5.821698004	-0.332272069	0.706124266	16	6	52	4	54
ENSG00000127578	5.180898832	6.199806983	0.640463195	0.751314815	0	15	55	65	34
ENSG00000127580	4.937552618	5.767907912	0.611379122	0.699695421	33	15	63	78	54
ENSG00000127585	5.240414785	-4.885636097	0.647576379	-0.573586985	0	33	71	61	17
ENSG00000127586	6.049416708	2.847774321	0.744266073	0.350689051	33	34	52	78	54
ENSG00000127588	4.643506216	6.094962889	0.576235501	0.738784136	0	15	25	28	24
ENSG00000127603	-1.075504018	-2.494333452	-0.107284941	-0.287785041	3	19	47	34	37
ENSG00000127616	3.458503412	-1.439553445	0.434607211	-0.161720623	22	32	39	29	23
ENSG00000127663	5.256329702	5.889485175	0.649478486	0.714226003	7	15	73	66	23
ENSG00000127666	5.126518415	-2.059664434	0.633963797	-0.235834591	33	40	5	27	23
ENSG00000127720	3.227366613	-0.362195199	0.406982374	-0.032957716	30	52	8	16	22
ENSG00000127743	3.291983293	5.880883032	0.414705183	0.713197898	46	2	32	41	38
ENSG00000127774	-4.256686164	-0.738767332	-0.48749112	-0.077964586	12	21	15	54	42
ENSG00000127780	-3.922108008	6.273422057	-0.447503255	0.760113088	0	13	0	0	16
ENSG00000127804	-4.445820524	5.59445172	-0.510095941	0.678964412	24	13	55	16	42
ENSG00000127824	3.383237528	-1.085210985	0.425611639	-0.119370583	21	52	57	14	7
ENSG00000127831	5.238094495	5.048036391	0.647299064	0.613658348	38	15	22	25	57
ENSG00000127837	-3.18758951	-0.275399393	-0.359715615	-0.022584119	33	27	15	66	26
ENSG00000127838	4.492172407	-1.022039121	0.558148499	-0.111820455	25	52	39	26	26
ENSG00000127863	-3.099694146	-4.72061128	-0.349210602	-0.553863671	16	39	12	13	3
ENSG00000127870	3.609842466	-3.240582651	0.452694841	-0.376974702	3	38	63	40	19
ENSG00000127884	-4.535421563	-1.624659723	-0.520804811	-0.183844019	10	21	56	1	52
ENSG00000127903	5.088209795	3.317050749	0.629385255	0.406775684	24	37	6	64	4
ENSG00000127914	4.262262033	4.337546164	0.530670241	0.528742502	12	16	66	39	39
ENSG00000127920	-8.203134371	-6.191271639	-0.959159803	-0.72963297	35	47	57	7	15
ENSG00000127922	-4.549393488	4.313231284	-0.522474698	0.525836454	13	28	43	53	39
ENSG00000127928	6.280131506	4.062029654	0.771840474	0.495813523	0	48	66	76	1
ENSG00000127946	-5.820360972	7.525358969	-0.674377251	0.909741159	22	11	36	44	39
ENSG00000127947	-0.873323037	5.471614653	-0.083120824	0.664283262	42	25	57	7	72
ENSG00000127948	2.627463983	-5.191083199	0.335283654	-0.610093187	35	56	35	83	39
ENSG00000127951	0.040107654	5.694347197	0.026049911	0.690903646	7	25	29	47	70
ENSG00000127952	5.781331228	0.581938082	0.712225231	0.079882508	42	34	42	60	39
ENSG00000127954	0.409606146	-6.53879047	0.070211359	-0.771167469	21	23	48	7	7
ENSG00000127955	-5.99285896	5.436343962	-0.694993738	0.660067806	5	28	12	9	40
ENSG00000127980	-5.459500624	4.985237891	-0.63124821	0.606152844	24	28	55	55	39
ENSG00000127989	-6.606156184	5.15470677	-0.768293343	0.6264073	32	30	55	16	39
ENSG00000127990	-6.499340845	4.602361495	-0.755527066	0.560392505	34	30	53	64	15
ENSG00000127993	5.539294408	1.629585082	0.683297653	0.205094409	41	34	55	79	39
ENSG00000127995	3.759820627	-4.048239177	0.47061982	-0.473503599	24	14	69	3	39
ENSG00000128000	4.272161649	2.559465224	0.531853416	0.316231137	43	31	69	64	4
ENSG00000128011	3.125811742	-2.397729343	0.394844814	-0.276239183	45	32	25	22	4
ENSG00000128016	-5.18171127	-4.259692973	-0.598047587	-0.498775977	38	8	80	41	64
ENSG00000128039	-6.055097653	5.146952445	-0.702432336	0.625480524	10	20	35	34	27
ENSG00000128040	-5.630973889	-5.646729043	-0.651742225	-0.66455073	14	42	31	50	14
ENSG00000128045	6.681452917	-1.621349519	0.81980531	-0.183448392	0	53	24	62	17
ENSG00000128050	-0.995546771	-2.450269168	-0.09772867	-0.282518599	18	19	39	16	22
ENSG00000128052	-6.538380457	-5.589195868	-0.760192974	-0.657674523	0	42	54	7	5
ENSG00000128059	2.885090517	-3.502105421	0.366074472	-0.408231188	24	14	39	16	22
ENSG00000128159	6.741938757	4.335283095	0.827034412	0.528472026	3	48	80	65	66
ENSG00000128165	4.904745744	5.727318579	0.607458134	0.694844295	0	15	38	68	13
ENSG00000128185	2.750452207	-2.526088661	0.34998287	-0.291580337	3	38	63	44	66
ENSG00000128191	5.016657041	5.838026816	0.620833466	0.708075841	12	15	13	16	66
ENSG00000128203	4.798133062	-5.802985399	0.594716079	-0.683226062	23	33	11	65	3
ENSG00000128218	-0.68484862	-2.040040201	-0.060594878	-0.233489156	14	18	73	70	6
ENSG00000128228	-4.755685402	-1.959302372	-0.547130142	-0.223839592	44	21	77	68	63
ENSG00000128242	-6.111004902	6.82962876	-0.709114218	0.82658939	0	11	22	9	15
ENSG00000128245	4.605453657	-2.875056213	0.571687564	-0.333287983	25	14	57	61	66
ENSG00000128250	5.031711744	-1.424668973	0.622632763	-0.159941672	0	52	40	61	1
