gene	UMAP_1	UMAP_2	UMAP_1_scaled	UMAP_2_scaled	UMAP Cluster blood	UMAP Cluster brain	UMAP Cluster singlecell	UMAP Cluster tissue	UMAP Cluster celline
ENSG00000002586	-3.169912143	-4.124521559	-0.357602865	-0.48262066	13	39	53	41	12
ENSG00000002587	3.306714224	6.885857398	0.416465783	0.833309682	8	35	6	64	53
ENSG00000002726	-2.350142582	-6.198033517	-0.259626252	-0.730441131	36	46	5	45	57
ENSG00000002745	-0.166659905	-6.815766996	0.001337619	-0.804270945	23	23	8	13	6
ENSG00000002746	4.761866735	-1.309491342	0.590381627	-0.146175957	20	14	34	61	7
ENSG00000002822	-5.44483812	7.004604155	-0.629495788	0.84750197	9	11	7	70	67
ENSG00000002834	1.726586031	-2.597728437	0.227613188	-0.300142527	38	38	36	25	27
ENSG00000002919	-2.626263386	-1.135698026	-0.292627454	-0.125404656	28	13	14	70	55
ENSG00000002933	-3.663893236	-2.857662147	-0.416642132	-0.331209092	26	22	22	1	64
ENSG00000003056	-5.266952826	-2.219022697	-0.608235425	-0.254880654	42	21	58	70	38
ENSG00000003096	0.16788833	-2.495212978	0.041321908	-0.28789016	22	38	76	62	17
ENSG00000003137	1.16521828	1.194807822	0.160520052	0.153131021	0	49	48	65	5
ENSG00000003147	5.376219915	0.522396857	0.663807436	0.072766304	9	34	11	15	17
ENSG00000003249	1.231076168	-2.2496993	0.168391207	-0.258547038	34	38	45	61	27
ENSG00000003393	3.264968084	7.462894255	0.411476399	0.902275547	46	35	30	65	49
ENSG00000003400	-8.199520422	-6.156394815	-0.958727873	-0.725464588	2	47	77	25	51
ENSG00000003402	-1.417125298	5.520779425	-0.148114581	0.670159301	35	25	29	56	55
ENSG00000003436	0.428437399	-6.07180599	0.072462019	-0.715354763	2	23	4	11	48
ENSG00000003509	3.285072492	-0.814249223	0.413879223	-0.086985975	30	52	70	44	26
ENSG00000003756	-5.769695116	6.2649849	-0.668321807	0.759104702	35	28	55	64	8
ENSG00000003987	4.175915884	1.545677477	0.520350385	0.195066002	0	34	65	76	71
ENSG00000003989	-5.182708575	-4.420082754	-0.598166783	-0.517945325	0	8	37	68	10
ENSG00000004059	4.189989256	-2.473734087	0.522032396	-0.285323062	26	14	49	80	39
ENSG00000004139	5.336143659	5.555046851	0.659017632	0.67425485	0	15	25	80	72
ENSG00000004142	3.397821115	-1.557110494	0.427354629	-0.17577072	25	32	56	54	27
ENSG00000004399	-5.211745812	5.651684577	-0.601637234	0.685804726	30	20	41	7	48
ENSG00000004455	-4.568011118	5.576561743	-0.524699826	0.676826251	29	6	56	55	37
ENSG00000004468	-2.128862335	-4.917081064	-0.233179443	-0.577345202	14	46	61	71	46
ENSG00000004478	-4.403933002	3.994845206	-0.505089659	0.487783822	43	55	3	78	27
ENSG00000004487	2.854347395	-4.483501023	0.362400138	-0.525524902	29	14	31	78	37
ENSG00000004534	6.177197622	3.604204947	0.759538098	0.441095568	5	4	55	66	8
ENSG00000004660	5.7007982	-1.73790378	0.702600144	-0.197378638	7	53	34	22	1
ENSG00000004700	-5.841342284	4.099557692	-0.67688488	0.500298771	33	28	32	70	38
ENSG00000004766	4.26335256	1.969356829	0.530800577	0.245702998	33	31	8	66	39
ENSG00000004776	-2.643754913	-2.646255678	-0.294717993	-0.30594237	0	19	32	12	44
ENSG00000004777	6.214332746	-2.684490865	0.763976387	-0.310512135	0	51	71	66	10
ENSG00000004779	-4.180918766	-1.705084032	-0.478435608	-0.193456112	13	21	68	23	54
ENSG00000004799	-5.475393607	-7.059119171	-0.633147696	-0.833355731	25	36	3	14	44
ENSG00000004838	-2.843626036	-7.831371015	-0.318606043	-0.925653156	0	3	42	8	10
ENSG00000004846	7.074821638	3.747668082	0.866819663	0.458241889	0	48	53	50	9
ENSG00000004848	6.57731645	-2.122426933	0.807359205	-0.243335793	0	53	6	79	12
ENSG00000004864	-6.198402478	5.495056921	-0.719559736	0.667085018	25	28	51	1	39
ENSG00000004866	3.238383459	6.883602911	0.408299077	0.833040232	5	35	47	53	39
ENSG00000004897	3.746073888	3.571280295	0.468976847	0.437160504	5	31	1	16	27
ENSG00000004939	6.738290952	4.551729018	0.826598437	0.55434105	0	48	1	6	47
ENSG00000004948	1.179698394	-4.617766803	0.162250676	-0.541571981	0	56	2	54	15
ENSG00000004961	0.69743769	-5.447067833	0.104612197	-0.640687769	10	23	45	35	36
ENSG00000004975	-5.876858784	6.616213614	-0.681129715	0.801082596	3	11	6	66	42
ENSG00000005007	-3.242397858	-0.122254079	-0.366266159	-0.004280611	0	27	37	66	23
ENSG00000005020	-3.825376583	-2.747639841	-0.43594218	-0.318059527	2	22	74	70	53
ENSG00000005022	-1.397171093	-0.172701543	-0.145729709	-0.010309953	33	45	5	48	36
ENSG00000005059	-3.513851894	-3.99372465	-0.398709602	-0.466988172	33	39	7	36	46
ENSG00000005075	-2.078956319	-3.570626205	-0.227214812	-0.416420604	36	44	39	54	39
ENSG00000005100	4.970302747	-2.187874979	0.615293328	-0.251157964	12	40	21	19	42
ENSG00000005102	6.215829061	-0.825270837	0.764155222	-0.088303248	9	53	41	7	15
ENSG00000005108	-1.092436386	-2.708126491	-0.109308651	-0.313337	46	19	69	51	17
ENSG00000005156	5.17427461	3.441330725	0.639671486	0.421629287	30	16	63	16	27
ENSG00000005175	3.847166227	3.695914084	0.481059127	0.452056393	14	31	68	35	38
ENSG00000005187	-3.912330819	6.893510634	-0.446334712	0.834224376	36	6	6	1	47
ENSG00000005189	6.792254614	3.240481192	0.833048026	0.397624301	46	4	70	20	47
ENSG00000005194	3.143114732	-0.812852567	0.39691282	-0.086819051	12	52	70	4	68
ENSG00000005206	-5.91072209	-1.591982549	-0.685176964	-0.179938533	22	20	39	78	23
ENSG00000005238	-1.092688991	-2.275564855	-0.109338842	-0.261638418	25	19	57	5	53
ENSG00000005243	-5.554197623	-4.352937406	-0.642566136	-0.509920297	15	8	53	41	64
ENSG00000005249	4.953927683	-3.461481517	0.613336225	-0.40337593	0	33	57	7	46
ENSG00000005302	2.630557703	-5.013902312	0.335653407	-0.588917012	26	56	74	70	55
ENSG00000005339	5.192776846	5.407810027	0.641882823	0.656657508	20	15	55	4	54
ENSG00000005379	5.948451208	-4.311116642	0.732198953	-0.504921993	15	51	19	64	14
ENSG00000005421	4.897032427	5.533759886	0.60653626	0.67171069	0	10	43	31	59
ENSG00000005436	-5.106304718	4.299612814	-0.589035203	0.524208812	12	28	36	53	26
ENSG00000005448	1.418761419	-5.735584801	0.190822834	-0.675170527	13	23	42	8	15
ENSG00000005469	3.961010145	2.503969008	0.49466544	0.309598381	1	31	24	37	64
ENSG00000005471	0.637455152	0.648448283	0.097443248	0.087831625	34	49	43	83	69
ENSG00000005483	4.656995939	4.161919409	0.577847756	0.507752073	22	16	78	40	39
ENSG00000005486	2.086694406	-4.977170115	0.270652355	-0.584526881	42	56	36	33	39
ENSG00000005513	-5.463266445	7.554758841	-0.631698291	0.913254951	0	11	10	9	33
ENSG00000005700	-4.282558395	3.857563788	-0.490583298	0.471376323	5	55	51	1	28
ENSG00000005801	3.387197183	0.261290366	0.426084886	0.041559571	3	52	55	65	24
ENSG00000005810	4.52628343	-2.236029809	0.562225355	-0.256913297	43	14	73	13	19
ENSG00000005812	-5.310768439	3.592716986	-0.613472147	0.439722558	42	28	53	40	19
ENSG00000005844	-6.412013127	-2.651013797	-0.745089896	-0.306511047	37	20	19	70	49
ENSG00000005882	4.000610994	6.960234457	0.499398425	0.842199025	8	15	22	79	27
ENSG00000005884	2.035967992	-4.146107143	0.264589673	-0.48520051	0	1	45	51	72
ENSG00000005889	-1.785030378	4.868897254	-0.192085589	0.592248129	21	25	55	40	36
ENSG00000005893	-5.519308878	6.508138472	-0.638396329	0.788165751	7	11	58	9	36
ENSG00000005961	6.114156889	3.98831349	0.752003643	0.487003169	41	48	57	81	47
ENSG00000005981	-4.938200308	5.68355065	-0.568943824	0.689613272	0	13	50	54	65
ENSG00000006007	-5.092889859	7.07127648	-0.587431896	0.855470463	35	11	27	23	54
ENSG00000006015	3.706379579	-2.829037612	0.464232692	-0.327787966	33	14	39	43	23
ENSG00000006016	6.09418218	-2.68200559	0.74961632	-0.310215102	0	53	32	30	64
ENSG00000006025	3.796987699	-1.443964189	0.475061926	-0.162247783	13	32	46	9	27
ENSG00000006042	-5.951008154	7.367502028	-0.689991844	0.89087453	8	11	50	8	64
ENSG00000006047	5.081354784	-2.42914409	0.628565963	-0.279993787	0	51	31	10	27
ENSG00000006062	-0.055066897	-2.689855045	0.014674909	-0.311153247	23	38	14	19	72
ENSG00000006071	2.260562109	-0.444863981	0.291432547	-0.042838063	0	24	25	65	16
ENSG00000006116	6.31350057	-3.182835763	0.775828654	-0.370072952	0	51	65	17	12
ENSG00000006118	2.124145197	-2.496020263	0.275128371	-0.287986645	0	40	10	60	27
ENSG00000006125	3.582982706	-3.354868358	0.449484636	-0.390633817	33	14	63	24	27
ENSG00000006128	0.097561763	-4.481985157	0.032916669	-0.52534373	0	41	8	33	69
ENSG00000006194	-3.669474615	4.37771588	-0.417309203	0.533543476	45	55	18	66	54
ENSG00000006210	5.291011976	-4.380995816	0.653623617	-0.513273761	0	51	41	34	18
ENSG00000006282	-0.142481877	-2.564397758	0.00422731	-0.296158935	7	38	36	8	27
ENSG00000006283	1.03377931	-2.335211938	0.144810826	-0.268767274	0	38	71	28	1
ENSG00000006327	-4.576422526	-3.540201372	-0.525705134	-0.412784311	36	12	45	68	15
ENSG00000006377	2.946054624	-5.382393783	0.373360735	-0.632958104	0	56	4	5	10
ENSG00000006432	3.423748182	-0.447913831	0.430453361	-0.043202572	0	52	8	39	53
ENSG00000006451	-4.830166174	1.338413531	-0.55603188	0.170294382	11	7	45	34	67
ENSG00000006453	-6.359080626	-5.583165368	-0.738763549	-0.656953774	8	42	44	48	39
ENSG00000006459	-1.091109468	5.40320378	-0.109150062	0.656106982	7	25	29	19	32
ENSG00000006468	4.354536222	6.158969695	0.541698599	0.746434055	0	15	75	65	60
ENSG00000006530	3.422512697	-3.3131823	0.4303057	-0.385651614	15	14	19	30	39
ENSG00000006534	-5.659072234	-4.106061405	-0.655100463	-0.480414353	25	42	42	81	7
ENSG00000006555	2.919500517	-5.449125355	0.370187061	-0.640933678	3	56	59	29	7
ENSG00000006576	6.425675558	-1.10948295	0.789235501	-0.122271502	42	53	78	14	39
ENSG00000006606	-5.537136866	-6.953702754	-0.640527081	-0.820756649	0	36	48	8	66
ENSG00000006607	-3.453724934	6.080233389	-0.391523392	0.737023707	23	6	76	46	9
ENSG00000006611	-5.832694842	5.753102118	-0.675851361	0.697925873	0	28	22	55	57
ENSG00000006625	3.763388799	-3.257272666	0.471046278	-0.378969447	13	14	24	50	67
ENSG00000006634	7.584864782	3.688956076	0.927778623	0.451224791	0	48	70	20	39
ENSG00000006638	-2.815862743	6.57655316	-0.31528785	0.796342487	34	6	57	47	14
ENSG00000006652	-5.647221638	-4.988271421	-0.653684112	-0.585853678	21	12	80	68	7
ENSG00000006659	7.657687353	3.779142195	0.936482177	0.462003589	0	48	27	58	10
ENSG00000006695	0.663018154	-4.971741861	0.100498468	-0.58387811	12	23	68	35	42
ENSG00000006704	-0.816703154	-1.386464304	-0.07635377	-0.155375555	0	45	47	3	32
ENSG00000006712	-3.784317447	5.932931715	-0.431034904	0.719418614	32	6	78	78	4
ENSG00000006715	4.82177894	-1.712994283	0.597542169	-0.194401524	2	14	34	61	67
ENSG00000006740	3.436475919	-0.799243158	0.431974546	-0.085192491	0	52	69	22	46
ENSG00000006744	-3.567106975	-0.350446886	-0.405074504	-0.03155359	12	27	24	35	42
ENSG00000006747	-6.418545557	-1.944647974	-0.745870635	-0.222088138	0	20	22	45	15
ENSG00000006756	-4.589065863	-4.318481153	-0.527216231	-0.50580218	10	8	37	68	57
ENSG00000006757	-0.976118995	-4.027816242	-0.095406715	-0.471062705	22	46	39	35	27
ENSG00000006831	-5.437000347	6.997008139	-0.628559039	0.846594115	45	11	51	9	38
ENSG00000006837	-5.340522124	4.424280936	-0.617028226	0.539108804	30	28	8	44	22
ENSG00000007001	6.201130079	-4.577967828	0.76239844	-0.536815316	0	51	56	1	15
ENSG00000007047	1.915652918	-2.310380882	0.250209945	-0.265799534	0	38	71	78	4
ENSG00000007062	-8.336345507	-6.227041638	-0.975080833	-0.733908102	0	47	66	76	10
ENSG00000007080	4.245635198	-0.967920965	0.528683047	-0.105352401	29	4	45	54	23
ENSG00000007129	-0.221040322	-4.042363471	-0.00516178	-0.47280135	36	41	58	81	35
ENSG00000007168	2.626404451	-2.31371755	0.335157022	-0.266198323	3	1	36	79	42
ENSG00000007171	5.505638288	-1.473345464	0.679275166	-0.165759353	0	53	4	25	1
ENSG00000007174	-2.892363725	-7.82160396	-0.324431038	-0.924485825	0	3	42	8	69
ENSG00000007202	0.603148149	0.316159541	0.093342969	0.048117385	13	49	33	35	27
ENSG00000007216	-5.401370837	-7.042776412	-0.624300697	-0.831402489	0	36	22	55	57
ENSG00000007237	6.015083479	-0.862394041	0.74016266	-0.092740112	7	53	53	65	69
ENSG00000007255	-5.569098307	4.898320967	-0.644347025	0.595764771	12	13	56	33	41
ENSG00000007264	6.113397764	-2.451890653	0.751912914	-0.282712394	15	53	19	33	14
ENSG00000007341	3.692494558	3.095055396	0.462573192	0.380243408	30	31	36	21	37
ENSG00000007350	-7.29136212	-4.603777951	-0.85018728	-0.539900072	3	12	67	44	51
ENSG00000007372	3.739407228	6.888656432	0.468180066	0.833644215	0	35	10	28	5
ENSG00000007376	3.766798185	-1.837235874	0.471453758	-0.209250538	25	32	39	66	54
ENSG00000007384	-2.022704078	-2.27435655	-0.220491698	-0.261494005	0	19	26	41	69
ENSG00000007392	6.209559606	2.85020333	0.763405914	0.350979359	12	4	55	66	35
ENSG00000007402	1.499079393	-4.301781243	0.200422218	-0.503806252	11	1	72	28	16
ENSG00000007516	2.254923509	-4.948183959	0.290758637	-0.581062535	14	56	42	49	70
ENSG00000007520	-2.120511664	-1.679658597	-0.232181393	-0.190417334	22	19	33	43	54
ENSG00000007541	3.54739921	-2.051046794	0.445231794	-0.234804634	13	32	1	78	47
ENSG00000007545	5.139750169	5.962379271	0.63554522	0.722938106	0	15	21	78	54
ENSG00000007866	-2.308930023	-3.535985893	-0.25470064	-0.412280489	0	44	4	41	53
ENSG00000007908	-6.369490458	-4.360732263	-0.740007703	-0.510851917	0	12	41	62	27
ENSG00000007923	2.73940246	-0.357491678	0.348662235	-0.032395564	13	52	39	43	37
ENSG00000007933	-3.255624307	-5.257932848	-0.367846948	-0.618082873	0	43	43	31	44
ENSG00000007944	-5.084077431	7.389800841	-0.586378658	0.893539623	42	11	80	77	46
ENSG00000008018	-4.296478106	-0.864752	-0.492246944	-0.093021929	38	21	15	35	28
ENSG00000008056	6.337270902	-2.336551851	0.778669619	-0.268927417	0	53	25	22	71
ENSG00000008083	4.738898443	6.503327185	0.587636519	0.787590719	35	15	29	6	34
ENSG00000008086	5.070745634	-2.082090086	0.627297987	-0.238514843	7	40	34	17	1
ENSG00000008118	5.913992094	-2.483055061	0.728080494	-0.286437079	0	53	34	33	12
ENSG00000008128	5.797934698	3.769468123	0.714209632	0.46084737	21	4	79	16	47
ENSG00000008130	-1.952729834	-3.111048168	-0.212128568	-0.361493096	7	27	29	47	37
ENSG00000008196	-0.807725741	-4.068366831	-0.075280815	-0.475909201	0	41	71	50	17
ENSG00000008197	-0.163192345	-2.861284917	0.001752052	-0.331642076	0	19	71	0	5
ENSG00000008226	-2.900337262	-7.796540206	-0.325384013	-0.921490273	0	3	42	8	65
ENSG00000008256	5.932203458	-1.710934824	0.730257067	-0.194155383	33	53	53	7	9
ENSG00000008277	3.663166212	6.492083365	0.459067949	0.786246888	0	35	65	65	17
ENSG00000008282	-7.220897032	4.717664534	-0.841765486	0.574173209	32	30	73	51	46
ENSG00000008283	1.551963018	-4.412217682	0.206742724	-0.517005313	15	1	37	68	27
ENSG00000008294	-5.296030356	4.246710593	-0.611710692	0.517886083	21	28	29	44	27
ENSG00000008300	5.829168485	4.257224852	0.717942609	0.519142719	0	15	71	65	17
ENSG00000008311	-5.639666869	-5.854146475	-0.652781187	-0.689340694	0	42	6	53	72
ENSG00000008323	-1.350318862	-3.184591716	-0.140130059	-0.370282819	35	19	5	75	34
ENSG00000008324	-5.715922667	3.71289807	-0.661895071	0.454086272	39	28	78	9	8
ENSG00000008382	5.724661993	3.03011685	0.705452279	0.372482131	10	37	58	43	23
ENSG00000008394	-1.898084117	-4.473268932	-0.205597462	-0.524301991	26	46	35	83	44
ENSG00000008405	-0.762369348	4.831208998	-0.069859943	0.587743732	3	25	78	78	72
ENSG00000008438	5.554220365	4.298995787	0.685081563	0.524135066	21	15	74	6	14
ENSG00000008441	5.637541937	0.528812701	0.695039929	0.073533108	24	34	32	79	72
ENSG00000008513	6.299071478	-3.344104951	0.774104128	-0.389347404	22	51	78	35	53
ENSG00000008516	-7.873496367	-5.940931155	-0.919762371	-0.699712961	35	47	74	81	49
ENSG00000008517	-8.005985094	-5.981743923	-0.935597061	-0.704590791	9	47	45	19	59
ENSG00000008710	3.85620849	0.568626219	0.482139833	0.078291511	0	37	32	65	64
ENSG00000008735	2.073186086	-0.198872751	0.269037878	-0.013437864	0	24	71	61	17
ENSG00000008838	5.203840898	-4.093985861	0.643205168	-0.478971117	12	51	35	79	27
ENSG00000008853	4.932348894	-2.712114519	0.610757187	-0.313813638	32	40	72	61	46
ENSG00000008869	6.619757818	1.76000529	0.812431681	0.220681875	32	9	55	16	55
ENSG00000008952	-5.167170121	4.363680655	-0.596309669	0.531866025	24	28	77	68	63
ENSG00000008988	-4.926882578	1.488175684	-0.56759116	0.188193545	43	7	64	18	25
ENSG00000009307	-3.225629879	-0.423329538	-0.364262096	-0.040264325	28	27	32	19	37
ENSG00000009335	-0.599632098	4.155370528	-0.050410032	0.506969369	33	50	51	19	39
ENSG00000009413	6.149069952	4.364649588	0.756176356	0.531981829	20	10	9	40	28
ENSG00000009694	3.490431474	7.478292281	0.438423166	0.904115877	0	35	8	65	12
ENSG00000009709	-3.359000577	-3.327640003	-0.380202197	-0.387379559	0	43	2	14	12
ENSG00000009724	3.14390962	6.007967764	0.397007823	0.728386717	0	2	43	83	18
ENSG00000009765	7.415917562	3.811674887	0.907586514	0.465891807	35	48	22	51	57
ENSG00000009780	7.459335493	2.723209197	0.912775706	0.335801368	5	9	53	19	37
ENSG00000009790	-6.804702116	-2.345494932	-0.792023009	-0.269996269	5	20	19	36	59
ENSG00000009830	-4.79815705	6.436666304	-0.552206237	0.779623593	0	13	51	78	30
ENSG00000009844	3.991408037	1.910988623	0.498298513	0.23872699	42	34	55	35	28
ENSG00000009950	5.710873769	3.329576308	0.703804349	0.408272705	0	37	62	83	57
ENSG00000009954	-2.961502774	4.666143233	-0.332694348	0.568015524	30	55	39	16	39
ENSG00000010017	4.679144071	-1.695954031	0.58049484	-0.192364919	12	14	34	4	28
ENSG00000010030	-4.463156296	-4.172191685	-0.512167865	-0.488318063	33	8	24	45	31
ENSG00000010072	-4.599927975	3.03491574	-0.528514441	0.373055681	33	55	31	4	45
ENSG00000010165	-4.633242918	2.869636351	-0.532496152	0.353301941	8	55	1	35	45
ENSG00000010219	-3.929751111	2.937148863	-0.448416738	0.361370851	23	50	21	63	38
ENSG00000010244	-3.797872497	2.971976096	-0.432654967	0.365533307	5	50	15	77	22
ENSG00000010256	-1.12547846	-0.176598257	-0.113257749	-0.010775678	29	45	39	35	8
ENSG00000010270	-0.293214394	-4.154922074	-0.013787827	-0.486254046	25	41	19	5	67
ENSG00000010278	-5.156401469	7.009403044	-0.595022629	0.84807552	41	11	35	75	48
ENSG00000010282	-5.908066584	6.099656874	-0.684859586	0.739345149	0	28	25	12	16
ENSG00000010292	-5.411248518	6.302617842	-0.625481251	0.763602488	3	11	52	67	38
ENSG00000010295	3.952552007	0.28097468	0.493654546	0.043912187	25	37	55	65	33
ENSG00000010310	-2.280038132	4.198274428	-0.25124756	0.512097125	0	26	42	39	16
ENSG00000010318	3.7696182	0.715718085	0.471790799	0.095871528	14	37	63	10	14
ENSG00000010319	-0.625538184	5.480346495	-0.053506257	0.665326868	0	25	41	7	18
ENSG00000010322	4.260498212	5.766507918	0.530459434	0.699528098	30	10	58	65	8
ENSG00000010327	-6.817540957	-3.561078018	-0.793557472	-0.415279431	26	12	41	47	14
ENSG00000010361	-2.512157289	-4.223654216	-0.278989806	-0.494468724	29	39	63	78	4
ENSG00000010379	1.812221216	-2.279718107	0.237848071	-0.262134803	0	38	56	52	35
ENSG00000010404	5.989561247	-4.433026737	0.737112313	-0.519492354	35	51	78	33	53
ENSG00000010438	1.992235349	-0.239932245	0.259362868	-0.018345183	46	24	60	15	57
ENSG00000010539	3.46757953	6.550212676	0.435691964	0.793194344	4	35	74	16	54
ENSG00000010610	-6.73863299	-2.564300722	-0.784126608	-0.296147338	2	20	41	70	51
ENSG00000010626	-2.64194086	-7.40624792	-0.294501183	-0.874843608	45	3	42	8	27
ENSG00000010671	-6.203277184	-2.614354557	-0.720142348	-0.302129635	32	20	30	70	49
ENSG00000010704	-5.446904017	-6.795907146	-0.629742698	-0.80189735	37	36	58	53	31
ENSG00000010803	2.117362188	-4.608113235	0.274317685	-0.540418213	5	56	69	62	37
ENSG00000010810	-3.131741328	-3.525047964	-0.353040794	-0.410973217	1	39	78	9	59
ENSG00000010818	5.395816969	0.168404871	0.666149622	0.030458151	11	40	34	79	6
ENSG00000011007	-4.077421142	3.383941466	-0.466065855	0.41477028	10	55	72	68	37
ENSG00000011009	-5.403519226	-6.36183477	-0.624557467	-0.750018208	29	36	45	60	37
ENSG00000011021	0.035606073	0.150118643	0.025511894	0.028272631	23	45	68	66	37
ENSG00000011028	-5.216101004	-4.103008693	-0.602157754	-0.480049501	0	8	53	41	64
ENSG00000011052	3.570517706	-1.392246431	0.447994853	-0.156066619	13	52	49	17	27
ENSG00000011083	5.632575201	-1.099941438	0.694446318	-0.121131126	0	53	34	65	57
ENSG00000011105	3.285670446	7.438858801	0.413950688	0.899402896	0	35	50	65	33
ENSG00000011114	-1.040597512	4.819534117	-0.103113011	0.586348382	32	25	55	78	30
ENSG00000011132	-4.911815955	6.640854651	-0.565790438	0.804027625	43	11	19	66	23
ENSG00000011143	6.661722349	2.990266615	0.817447167	0.36771934	3	4	42	78	27
ENSG00000011198	-6.136489226	3.885265166	-0.712160034	0.474687116	35	28	74	77	47
ENSG00000011201	-3.811742736	-2.79716534	-0.4343127	-0.323978679	0	22	25	17	15
ENSG00000011243	4.81812589	1.661759192	0.597105567	0.20893977	33	34	55	79	40
ENSG00000011258	3.720946954	2.750989729	0.465973745	0.339121621	22	31	31	4	27
ENSG00000011260	3.848767446	3.031561667	0.4812505	0.372654811	12	31	11	4	27
ENSG00000011275	-1.358030511	-2.887895769	-0.141051734	-0.334822532	21	19	63	74	67
ENSG00000011295	4.52629392	5.270057494	0.562226609	0.640193703	42	10	55	24	42
ENSG00000011304	-5.457393242	-4.640968984	-0.630996342	-0.544345042	12	42	80	47	23
ENSG00000011332	6.251408743	-2.503730243	0.768407608	-0.28890812	0	53	34	61	17
ENSG00000011347	5.078655885	-1.85522384	0.628243398	-0.211400411	0	40	40	69	16
ENSG00000011376	-0.439990355	-2.985446399	-0.031330088	-0.346481516	25	19	8	23	8
ENSG00000011405	-0.061326338	6.436964804	0.013926798	0.779659269	2	54	41	51	24
ENSG00000011422	-6.920284106	-3.880830592	-0.805837052	-0.453495383	7	12	29	77	72
ENSG00000011426	-6.149317337	5.439462477	-0.713693215	0.660440522	0	28	51	9	67
ENSG00000011451	5.350163625	-3.736632293	0.66069326	-0.436261197	0	51	31	78	23
ENSG00000011454	3.423875497	-2.860463565	0.430468578	-0.33154391	22	14	32	34	43
ENSG00000011465	-5.704417063	-5.065574652	-0.660519952	-0.595092749	46	8	53	62	64
ENSG00000011478	2.598472284	-0.981476968	0.331818646	-0.106972577	14	52	61	43	63
ENSG00000011485	2.88551061	-0.563469594	0.366124681	-0.057013481	14	52	39	12	4
ENSG00000011523	2.434232877	-2.320256895	0.312189202	-0.266979888	30	38	54	79	6
ENSG00000011566	3.649367498	2.847863013	0.457418764	0.350699651	0	31	65	3	2
ENSG00000011590	5.26305406	5.469736868	0.650282163	0.664058835	14	15	70	44	55
ENSG00000011600	-6.115097596	-2.608369058	-0.709603365	-0.301414265	38	20	29	81	49
ENSG00000011638	4.730063127	5.510248	0.586580546	0.668900614	5	10	12	35	53
ENSG00000011677	1.383602308	-5.705782635	0.186620713	-0.671608654	0	23	34	60	32
ENSG00000012048	-5.523218228	7.170110518	-0.638863564	0.867282837	38	11	52	67	27
ENSG00000012061	-0.553769423	-0.535505956	-0.044928651	-0.053671343	29	45	75	12	69
ENSG00000012124	-5.428580357	7.563345725	-0.627552705	0.914281232	23	11	73	70	46
ENSG00000012171	-5.982268645	7.328429038	-0.693728013	0.886204633	0	11	22	9	69
ENSG00000012174	-0.746818734	3.669468695	-0.068001376	0.448895712	8	50	55	1	36
ENSG00000012211	-6.615778757	-4.383508271	-0.769443407	-0.513574043	25	12	63	19	36
ENSG00000012223	-2.220908566	-5.034392959	-0.244180556	-0.591365998	37	46	17	6	51
ENSG00000012232	1.755591558	-2.480031436	0.23107985	-0.286075704	7	38	32	3	10
ENSG00000012504	7.031939672	4.015671545	0.861694528	0.490272929	0	48	22	83	18
ENSG00000012660	-6.001679255	4.432967001	-0.696047916	0.540146939	21	28	3	70	59
