gene	UMAP_1	UMAP_2	UMAP_1_scaled	UMAP_2_scaled	UMAP Cluster blood	UMAP Cluster brain	UMAP Cluster singlecell	UMAP Cluster tissue	UMAP Cluster celline
ENSG00000116983	0.692	-0.4823	0.692	-0.4823	NA	51	2	10	NA
ENSG00000117069	0.8119	-0.5156	0.8119	-0.5156	NA	51	35	73	NA
ENSG00000117411	0.6861	-0.4352	0.6861	-0.4352	NA	51	17	25	NA
ENSG00000117419	0.6133	-0.466	0.6133	-0.466	NA	51	56	25	NA
ENSG00000117600	0.7204	-0.519	0.7204	-0.519	NA	51	35	73	NA
ENSG00000118160	0.7222	-0.4588	0.7222	-0.4588	NA	51	2	27	NA
ENSG00000118308	0.7962	-0.452	0.7962	-0.452	NA	51	95	51	NA
ENSG00000118432	0.6767	-0.5021	0.6767	-0.5021	NA	51	110	74	NA
ENSG00000118898	0.814	-0.4444	0.814	-0.4444	NA	51	49	81	NA
ENSG00000118971	0.7311	-0.3756	0.7311	-0.3756	NA	51	44	35	NA
ENSG00000119125	0.5771	-0.4782	0.5771	-0.4782	NA	51	52	10	NA
ENSG00000119522	0.7346	-0.397	0.7346	-0.397	NA	51	40	46	NA
ENSG00000119782	0.6988	-0.569	0.6988	-0.569	NA	51	47	78	NA
ENSG00000119865	0.7563	-0.4757	0.7563	-0.4757	NA	51	41	65	NA
ENSG00000119866	0.7784	-0.4503	0.7784	-0.4503	NA	51	6	78	NA
ENSG00000119915	0.6927	-0.4476	0.6927	-0.4476	NA	51	37	9	NA
ENSG00000120251	0.7627	-0.4948	0.7627	-0.4948	NA	51	35	73	NA
ENSG00000120899	0.7883	-0.5225	0.7883	-0.5225	NA	51	40	27	NA
ENSG00000121380	0.7098	-0.5275	0.7098	-0.5275	NA	51	28	21	NA
ENSG00000121753	0.7563	-0.4936	0.7563	-0.4936	NA	51	35	10	NA
ENSG00000121905	0.7049	-0.5964	0.7049	-0.5964	NA	51	86	78	NA
ENSG00000122515	0.7758	-0.3827	0.7758	-0.3827	NA	51	82	68	NA
ENSG00000122574	0.7406	-0.572	0.7406	-0.572	NA	51	55	75	NA
ENSG00000124203	0.7262	-0.5516	0.7262	-0.5516	NA	51	9	18	NA
ENSG00000124313	0.7624	-0.5073	0.7624	-0.5073	NA	51	57	19	NA
ENSG00000124785	0.8184	-0.5161	0.8184	-0.5161	NA	51	32	27	NA
ENSG00000125266	0.7668	-0.391	0.7668	-0.391	NA	51	12	26	NA
ENSG00000125637	0.6915	-0.4534	0.6915	-0.4534	NA	51	51	70	NA
ENSG00000125648	0.7121	-0.5784	0.7121	-0.5784	NA	51	45	78	NA
ENSG00000125675	0.8039	-0.487	0.8039	-0.487	NA	51	35	73	NA
ENSG00000125999	0.7337	-0.4655	0.7337	-0.4655	NA	51	38	60	NA
ENSG00000126583	0.7709	-0.5291	0.7709	-0.5291	NA	51	19	10	NA
ENSG00000126767	0.6933	-0.5174	0.6933	-0.5174	NA	51	94	65	NA
ENSG00000126882	0.8061	-0.4545	0.8061	-0.4545	NA	51	86	41	NA
ENSG00000127152	0.6933	-0.5958	0.6933	-0.5958	NA	51	9	59	NA
ENSG00000128266	0.7522	-0.3941	0.7522	-0.3941	NA	51	47	1	NA
ENSG00000128512	0.7042	-0.5861	0.7042	-0.5861	NA	51	74	36	NA
ENSG00000129354	0.7244	-0.3804	0.7244	-0.3804	NA	51	54	60	NA
ENSG00000129911	0.684	-0.5692	0.684	-0.5692	NA	51	86	73	NA
ENSG00000129951	0.6555	-0.5403	0.6555	-0.5403	NA	51	107	78	NA
ENSG00000129990	0.6706	-0.5401	0.6706	-0.5401	NA	51	76	78	NA
ENSG00000130244	0.7191	-0.4119	0.7191	-0.4119	NA	51	45	68	NA
ENSG00000130477	0.7722	-0.4532	0.7722	-0.4532	NA	51	59	27	NA
ENSG00000130748	0.7033	-0.3567	0.7033	-0.3567	NA	51	97	78	NA
ENSG00000130758	0.7363	-0.4402	0.7363	-0.4402	NA	51	2	10	NA
ENSG00000130822	0.6203	-0.5328	0.6203	-0.5328	NA	51	35	78	NA
ENSG00000130829	0.6966	-0.5682	0.6966	-0.5682	NA	51	63	43	NA
ENSG00000130881	0.7197	-0.5419	0.7197	-0.5419	NA	51	86	78	NA
ENSG00000131015	0.8032	-0.4603	0.8032	-0.4603	NA	51	100	81	NA
ENSG00000131165	0.6894	-0.4179	0.6894	-0.4179	NA	51	45	68	NA
ENSG00000131591	0.7249	-0.3742	0.7249	-0.3742	NA	51	23	67	NA
ENSG00000131650	0.7748	-0.3893	0.7748	-0.3893	NA	51	70	2	NA
ENSG00000131668	0.7248	-0.5374	0.7248	-0.5374	NA	51	62	60	NA
ENSG00000131697	0.7629	-0.4791	0.7629	-0.4791	NA	51	76	21	NA
ENSG00000131808	0.6707	-0.4649	0.6707	-0.4649	NA	51	59	20	NA
ENSG00000132334	0.8171	-0.476	0.8171	-0.476	NA	51	29	29	NA
ENSG00000132382	0.6594	-0.4009	0.6594	-0.4009	NA	51	32	24	NA
ENSG00000132434	0.7858	-0.5419	0.7858	-0.5419	NA	51	14	65	NA
ENSG00000132535	0.7195	-0.5561	0.7195	-0.5561	NA	51	79	46	NA
ENSG00000132671	0.7977	-0.5018	0.7977	-0.5018	NA	51	42	NA	NA
ENSG00000132692	0.6926	-0.5174	0.6926	-0.5174	NA	51	14	73	NA
ENSG00000132821	0.7721	-0.5033	0.7721	-0.5033	NA	51	109	35	NA
ENSG00000133110	0.7737	-0.4262	0.7737	-0.4262	NA	51	12	58	NA
ENSG00000133424	0.7284	-0.5218	0.7284	-0.5218	NA	51	19	41	NA
ENSG00000133612	0.796	-0.4136	0.796	-0.4136	NA	51	59	10	NA
ENSG00000133627	0.698	-0.571	0.698	-0.571	NA	51	59	73	NA
ENSG00000133863	0.6771	-0.6165	0.6771	-0.6165	NA	51	3	75	NA
ENSG00000134072	0.7762	-0.5147	0.7762	-0.5147	NA	51	47	36	NA
ENSG00000134287	0.7139	-0.5063	0.7139	-0.5063	NA	51	35	78	NA
ENSG00000134490	0.7292	-0.3304	0.7292	-0.3304	NA	51	51	38	NA
ENSG00000134780	0.7222	-0.4996	0.7222	-0.4996	NA	51	19	10	NA
ENSG00000134917	0.7139	-0.3818	0.7139	-0.3818	NA	51	52	14	NA
ENSG00000135248	0.6817	-0.5422	0.6817	-0.5422	NA	51	56	79	NA
ENSG00000135439	0.7489	-0.5267	0.7489	-0.5267	NA	51	71	10	NA
ENSG00000135519	0.772	-0.3836	0.772	-0.3836	NA	51	35	78	NA
ENSG00000135622	0.7042	-0.4595	0.7042	-0.4595	NA	51	35	27	NA
ENSG00000135749	0.7363	-0.5012	0.7363	-0.5012	NA	51	74	27	NA
ENSG00000136002	0.7528	-0.5199	0.7528	-0.5199	NA	51	28	78	NA
ENSG00000136011	0.8063	-0.5167	0.8063	-0.5167	NA	51	32	5	NA
ENSG00000136059	0.6904	-0.5427	0.6904	-0.5427	NA	51	68	77	NA
ENSG00000136099	0.7986	-0.534	0.7986	-0.534	NA	51	35	78	NA
ENSG00000136114	0.7393	-0.4683	0.7393	-0.4683	NA	51	32	14	NA
ENSG00000136490	0.7029	-0.5412	0.7029	-0.5412	NA	51	40	66	NA
ENSG00000136999	0.7858	-0.5144	0.7858	-0.5144	NA	51	62	4	NA
ENSG00000137392	0.7728	-0.4206	0.7728	-0.4206	NA	51	5	8	NA
ENSG00000137747	0.8244	-0.4862	0.8244	-0.4862	NA	51	49	58	NA
ENSG00000137843	0.7112	-0.4775	0.7112	-0.4775	NA	51	63	10	NA
ENSG00000138028	0.7144	-0.5698	0.7144	-0.5698	NA	51	98	73	NA
ENSG00000138101	0.7973	-0.4801	0.7973	-0.4801	NA	51	38	3	NA
ENSG00000138814	0.723	-0.5611	0.723	-0.5611	NA	51	35	10	NA
ENSG00000139044	0.8067	-0.399	0.8067	-0.399	NA	51	100	17	NA
ENSG00000139200	0.629	-0.5519	0.629	-0.5519	NA	51	98	10	NA
ENSG00000139220	0.7808	-0.51	0.7808	-0.51	NA	51	35	46	NA
ENSG00000139722	0.7555	-0.4429	0.7555	-0.4429	NA	51	103	11	NA
ENSG00000139797	0.7296	-0.4628	0.7296	-0.4628	NA	51	53	23	NA
ENSG00000139998	0.7803	-0.4953	0.7803	-0.4953	NA	51	35	27	NA
ENSG00000140320	0.67	-0.5455	0.67	-0.5455	NA	51	81	21	NA
ENSG00000140538	0.69	-0.5553	0.69	-0.5553	NA	51	62	74	NA
ENSG00000141258	0.6428	-0.4843	0.6428	-0.4843	NA	51	30	78	NA
ENSG00000141503	0.6901	-0.5224	0.6901	-0.5224	NA	51	85	2	NA
ENSG00000141956	0.7884	-0.4148	0.7884	-0.4148	NA	51	44	34	NA
ENSG00000142235	0.7133	-0.5509	0.7133	-0.5509	NA	51	79	10	NA
ENSG00000142408	0.8135	-0.5118	0.8135	-0.5118	NA	51	35	78	NA
ENSG00000142453	0.7641	-0.5112	0.7641	-0.5112	NA	51	86	19	NA
ENSG00000142686	0.7958	-0.431	0.7958	-0.431	NA	51	35	73	NA
ENSG00000143126	0.8101	-0.5086	0.8101	-0.5086	NA	51	35	2	NA
ENSG00000143318	0.7973	-0.3665	0.7973	-0.3665	NA	51	36	30	NA
ENSG00000143590	0.7707	-0.4873	0.7707	-0.4873	NA	51	85	2	NA
ENSG00000143774	0.7066	-0.3948	0.7066	-0.3948	NA	51	85	78	NA
ENSG00000143786	0.8015	-0.5108	0.8015	-0.5108	NA	51	91	73	NA
ENSG00000144369	0.7049	-0.526	0.7049	-0.526	NA	51	86	73	NA
ENSG00000144583	0.6496	-0.5683	0.6496	-0.5683	NA	51	59	78	NA
ENSG00000144668	0.8145	-0.4971	0.8145	-0.4971	NA	51	12	35	NA
ENSG00000145029	0.7056	-0.3505	0.7056	-0.3505	NA	51	98	65	NA
ENSG00000145242	0.7948	-0.4962	0.7948	-0.4962	NA	51	35	73	NA
ENSG00000145506	0.7928	-0.4067	0.7928	-0.4067	NA	51	104	5	NA
ENSG00000145632	0.7361	-0.5004	0.7361	-0.5004	NA	51	20	5	NA
ENSG00000145692	0.665	-0.4685	0.665	-0.4685	NA	51	88	16	NA
ENSG00000145920	0.8113	-0.4929	0.8113	-0.4929	NA	51	59	27	NA
ENSG00000145934	0.7784	-0.3836	0.7784	-0.3836	NA	51	109	35	NA
ENSG00000145990	0.7766	-0.3771	0.7766	-0.3771	NA	51	12	41	NA
ENSG00000146216	0.7491	-0.4246	0.7491	-0.4246	NA	51	59	10	NA
ENSG00000146386	0.8093	-0.5042	0.8093	-0.5042	NA	51	47	51	NA
ENSG00000147408	0.714	-0.3681	0.714	-0.3681	NA	51	37	61	NA
ENSG00000149091	0.8122	-0.5075	0.8122	-0.5075	NA	51	19	78	NA
ENSG00000149403	0.6857	-0.4595	0.6857	-0.4595	NA	51	35	36	NA
ENSG00000150627	0.6473	-0.5564	0.6473	-0.5564	NA	51	35	46	NA
ENSG00000151468	0.7775	-0.3707	0.7775	-0.3707	NA	51	62	12	NA
ENSG00000151474	0.7412	-0.4328	0.7412	-0.4328	NA	51	74	14	NA
ENSG00000151490	0.6611	-0.5285	0.6611	-0.5285	NA	51	57	72	NA
ENSG00000151502	0.7388	-0.516	0.7388	-0.516	NA	51	37	2	NA
ENSG00000151640	0.7505	-0.51	0.7505	-0.51	NA	51	86	35	NA
ENSG00000151834	0.7207	-0.5294	0.7207	-0.5294	NA	51	35	73	NA
ENSG00000152082	0.6216	-0.3806	0.6216	-0.3806	NA	51	15	24	NA
ENSG00000152092	0.7714	-0.5008	0.7714	-0.5008	NA	51	35	73	NA
ENSG00000152595	0.619	-0.4744	0.619	-0.4744	NA	51	109	73	NA
ENSG00000152767	0.6916	-0.4132	0.6916	-0.4132	NA	51	88	72	NA
ENSG00000152784	0.8186	-0.4565	0.8186	-0.4565	NA	51	86	46	NA
ENSG00000153060	0.8046	-0.4745	0.8046	-0.4745	NA	51	33	6	NA
ENSG00000153266	0.8086	-0.4608	0.8086	-0.4608	NA	51	86	78	NA
ENSG00000154027	0.7882	-0.4296	0.7882	-0.4296	NA	51	35	73	NA
ENSG00000154096	0.8005	-0.487	0.8005	-0.487	NA	51	108	73	NA
ENSG00000154118	0.8066	-0.5125	0.8066	-0.5125	NA	51	2	10	NA
ENSG00000155034	0.733	-0.4531	0.733	-0.4531	NA	51	29	10	NA
ENSG00000155093	0.7037	-0.5524	0.7037	-0.5524	NA	51	59	36	NA
ENSG00000155269	0.7792	-0.326	0.7792	-0.326	NA	51	21	81	NA
ENSG00000156052	0.7431	-0.5028	0.7431	-0.5028	NA	51	48	73	NA
ENSG00000156453	0.766	-0.4963	0.766	-0.4963	NA	51	32	11	NA
ENSG00000157014	0.6564	-0.512	0.6564	-0.512	NA	51	9	54	NA
ENSG00000157093	0.7701	-0.3355	0.7701	-0.3355	NA	51	42	79	NA
ENSG00000158008	0.7898	-0.3692	0.7898	-0.3692	NA	51	60	25	NA
ENSG00000158258	0.8004	-0.4528	0.8004	-0.4528	NA	51	35	75	NA
ENSG00000158747	0.7458	-0.4833	0.7458	-0.4833	NA	51	94	75	NA
ENSG00000158792	0.7402	-0.4802	0.7402	-0.4802	NA	51	29	70	NA
ENSG00000159166	0.6989	-0.4632	0.6989	-0.4632	NA	51	85	81	NA
ENSG00000159374	0.6198	-0.4925	0.6198	-0.4925	NA	51	3	56	NA
ENSG00000159409	0.6826	-0.5519	0.6826	-0.5519	NA	51	86	27	NA
ENSG00000159753	0.8024	-0.4904	0.8024	-0.4904	NA	51	35	10	NA
ENSG00000159788	0.7462	-0.3365	0.7462	-0.3365	NA	51	100	2	NA
ENSG00000159842	0.7032	-0.4224	0.7032	-0.4224	NA	51	74	68	NA
ENSG00000160013	0.7693	-0.3954	0.7693	-0.3954	NA	51	47	12	NA
ENSG00000160284	0.6668	-0.5669	0.6668	-0.5669	NA	51	98	67	NA
ENSG00000160408	0.7166	-0.5141	0.7166	-0.5141	NA	51	98	74	NA
ENSG00000160469	0.7539	-0.4611	0.7539	-0.4611	NA	51	59	10	NA
ENSG00000160563	0.8287	-0.4641	0.8287	-0.4641	NA	51	7	64	NA
ENSG00000160877	0.7226	-0.4706	0.7226	-0.4706	NA	51	81	68	NA
ENSG00000161082	0.6403	-0.4982	0.6403	-0.4982	NA	51	35	10	NA
ENSG00000161395	0.6155	-0.4757	0.6155	-0.4757	NA	51	54	70	NA
ENSG00000161652	0.6913	-0.5809	0.6913	-0.5809	NA	51	33	79	NA
ENSG00000161681	0.7864	-0.4914	0.7864	-0.4914	NA	51	19	10	NA
ENSG00000161682	0.7292	-0.3826	0.7292	-0.3826	NA	51	11	10	NA
ENSG00000162642	0.7216	-0.5581	0.7216	-0.5581	NA	51	17	78	NA
ENSG00000162650	0.7525	-0.5602	0.7525	-0.5602	NA	51	36	44	NA
ENSG00000162999	0.7508	-0.5288	0.7508	-0.5288	NA	51	97	61	NA
ENSG00000163013	0.7639	-0.4597	0.7639	-0.4597	NA	51	2	10	NA
ENSG00000163288	0.6394	-0.5113	0.6394	-0.5113	NA	51	28	73	NA
ENSG00000163412	0.6979	-0.526	0.6979	-0.526	NA	51	105	25	NA
ENSG00000163520	0.5987	-0.5055	0.5987	-0.5055	NA	51	108	14	NA
ENSG00000163637	0.7815	-0.5407	0.7815	-0.5407	NA	51	91	12	NA
ENSG00000163827	0.78	-0.4203	0.78	-0.4203	NA	51	55	30	NA
ENSG00000163930	0.7701	-0.5272	0.7701	-0.5272	NA	51	33	67	NA
ENSG00000163932	0.6272	-0.5588	0.6272	-0.5588	NA	51	29	5	NA
ENSG00000164049	0.7943	-0.5225	0.7943	-0.5225	NA	51	41	8	NA
ENSG00000164061	0.7891	-0.4006	0.7891	-0.4006	NA	51	35	27	NA
ENSG00000164199	0.6988	-0.5192	0.6988	-0.5192	NA	51	91	4	NA
ENSG00000164236	0.7784	-0.5203	0.7784	-0.5203	NA	51	82	32	NA
ENSG00000164270	0.6701	-0.6224	0.6701	-0.6224	NA	51	35	7	NA
ENSG00000164535	0.6938	-0.3746	0.6938	-0.3746	NA	51	74	24	NA
ENSG00000164600	0.823	-0.5007	0.823	-0.5007	NA	51	35	73	NA
ENSG00000165623	0.6898	-0.43	0.6898	-0.43	NA	51	41	65	NA
ENSG00000165802	0.7947	-0.5339	0.7947	-0.5339	NA	51	34	78	NA
ENSG00000165983	0.7743	-0.4953	0.7743	-0.4953	NA	51	69	36	NA
ENSG00000165985	0.7931	-0.4981	0.7931	-0.4981	NA	51	35	10	NA
ENSG00000166206	0.7611	-0.5059	0.7611	-0.5059	NA	51	86	46	NA
ENSG00000166257	0.7178	-0.4791	0.7178	-0.4791	NA	51	32	73	NA
ENSG00000166342	0.7909	-0.4909	0.7909	-0.4909	NA	51	86	46	NA
ENSG00000166669	0.775	-0.5126	0.775	-0.5126	NA	51	43	39	NA
ENSG00000166685	0.6534	-0.5134	0.6534	-0.5134	NA	51	35	25	NA
ENSG00000166736	0.6946	-0.5374	0.6946	-0.5374	NA	51	87	34	NA
ENSG00000166897	0.7297	-0.4598	0.7297	-0.4598	NA	51	88	73	NA
ENSG00000167535	0.7187	-0.373	0.7187	-0.373	NA	51	94	65	NA
ENSG00000167680	0.7672	-0.521	0.7672	-0.521	NA	51	40	73	NA
ENSG00000167702	0.7448	-0.4328	0.7448	-0.4328	NA	51	2	2	NA
ENSG00000167733	0.7415	-0.4117	0.7415	-0.4117	NA	51	107	78	NA
ENSG00000167964	0.7453	-0.4977	0.7453	-0.4977	NA	51	65	27	NA
ENSG00000168490	0.7559	-0.5025	0.7559	-0.5025	NA	51	2	10	NA
ENSG00000168539	0.7461	-0.384	0.7461	-0.384	NA	51	16	78	NA
ENSG00000168748	0.7515	-0.3911	0.7515	-0.3911	NA	51	54	17	NA
ENSG00000169032	0.7233	-0.4857	0.7233	-0.4857	NA	51	40	25	NA
ENSG00000169085	0.8187	-0.4997	0.8187	-0.4997	NA	51	35	3	NA
ENSG00000169154	0.7927	-0.4783	0.7927	-0.4783	NA	51	42	6	NA
ENSG00000169258	0.7437	-0.4853	0.7437	-0.4853	NA	51	86	27	NA
ENSG00000169499	0.7891	-0.5184	0.7891	-0.5184	NA	51	87	18	NA
ENSG00000169621	0.6943	-0.5446	0.6943	-0.5446	NA	51	33	58	NA
ENSG00000169783	0.7747	-0.3823	0.7747	-0.3823	NA	51	67	73	NA
ENSG00000169884	0.698	-0.4847	0.698	-0.4847	NA	51	35	78	NA
ENSG00000170035	0.7939	-0.5235	0.7939	-0.5235	NA	51	86	19	NA
ENSG00000170837	0.6495	-0.5924	0.6495	-0.5924	NA	51	24	3	NA
ENSG00000171126	0.7153	-0.5427	0.7153	-0.5427	NA	51	52	36	NA
ENSG00000171132	0.8029	-0.4843	0.8029	-0.4843	NA	51	35	27	NA
ENSG00000171159	0.7906	-0.5183	0.7906	-0.5183	NA	51	23	68	NA
ENSG00000171246	0.73	-0.4523	0.73	-0.4523	NA	51	19	27	NA
ENSG00000171435	0.8001	-0.5007	0.8001	-0.5007	NA	51	59	27	NA
ENSG00000171496	0.8095	-0.4535	0.8095	-0.4535	NA	51	58	NA	NA
ENSG00000171502	0.7959	-0.5198	0.7959	-0.5198	NA	51	35	64	NA
ENSG00000171617	0.7963	-0.4301	0.7963	-0.4301	NA	51	35	73	NA
ENSG00000171631	0.8011	-0.3767	0.8011	-0.3767	NA	51	63	5	NA
ENSG00000171843	0.7123	-0.5812	0.7123	-0.5812	NA	51	9	77	NA
ENSG00000171992	0.7368	-0.5178	0.7368	-0.5178	NA	51	32	25	NA
ENSG00000172318	0.7198	-0.5633	0.7198	-0.5633	NA	51	91	25	NA
ENSG00000172379	0.7092	-0.5057	0.7092	-0.5057	NA	51	104	78	NA
ENSG00000172803	0.7486	-0.3852	0.7486	-0.3852	NA	51	71	78	NA
ENSG00000172985	0.7895	-0.4376	0.7895	-0.4376	NA	51	12	74	NA
ENSG00000173581	0.7113	-0.5688	0.7113	-0.5688	NA	51	106	78	NA
ENSG00000174514	0.7967	-0.4355	0.7967	-0.4355	NA	51	97	72	NA
ENSG00000174521	0.7179	-0.3822	0.7179	-0.3822	NA	51	98	10	NA
ENSG00000175003	0.8042	-0.4654	0.8042	-0.4654	NA	51	93	53	NA
ENSG00000175221	0.661	-0.4166	0.661	-0.4166	NA	51	63	24	NA
ENSG00000175485	0.7195	-0.5031	0.7195	-0.5031	NA	51	NA	NA	NA
ENSG00000175602	0.7483	-0.4877	0.7483	-0.4877	NA	51	32	78	NA
ENSG00000175643	0.6936	-0.4273	0.6936	-0.4273	NA	51	63	59	NA
ENSG00000175866	0.7	-0.5614	0.7	-0.5614	NA	51	49	2	NA
ENSG00000175874	0.8119	-0.482	0.8119	-0.482	NA	51	35	73	NA
ENSG00000176165	0.7478	-0.4336	0.7478	-0.4336	NA	51	35	78	NA
ENSG00000176595	0.7088	-0.3871	0.7088	-0.3871	NA	51	2	3	NA
ENSG00000176749	0.787	-0.4981	0.787	-0.4981	NA	51	109	10	NA
ENSG00000177030	0.7685	-0.5118	0.7685	-0.5118	NA	51	84	10	NA
ENSG00000177542	0.7864	-0.469	0.7864	-0.469	NA	51	86	27	NA
ENSG00000177614	0.7961	-0.4974	0.7961	-0.4974	NA	51	35	27	NA
ENSG00000177885	0.6434	-0.4386	0.6434	-0.4386	NA	51	31	18	NA
ENSG00000177963	0.6107	-0.4555	0.6107	-0.4555	NA	51	63	1	NA
ENSG00000178531	0.6596	-0.5739	0.6596	-0.5739	NA	51	98	78	NA
ENSG00000178860	0.8179	-0.4887	0.8179	-0.4887	NA	51	71	12	NA
ENSG00000178965	0.6986	-0.592	0.6986	-0.592	NA	51	107	56	NA
ENSG00000178974	0.7841	-0.5264	0.7841	-0.5264	NA	51	103	63	NA
ENSG00000179088	0.7259	-0.3711	0.7259	-0.3711	NA	51	87	39	NA
ENSG00000179388	0.7542	-0.4385	0.7542	-0.4385	NA	51	31	58	NA
ENSG00000180440	0.8047	-0.5358	0.8047	-0.5358	NA	51	86	65	NA
ENSG00000181350	0.6282	-0.5051	0.6282	-0.5051	NA	51	17	7	NA
ENSG00000181418	0.7216	-0.5165	0.7216	-0.5165	NA	51	57	25	NA
ENSG00000182393	0.8078	-0.4567	0.8078	-0.4567	NA	51	92	NA	NA
ENSG00000182447	0.7342	-0.3919	0.7342	-0.3919	NA	51	35	NA	NA
ENSG00000182450	0.7599	-0.513	0.7599	-0.513	NA	51	35	78	NA
ENSG00000182477	0.7896	-0.387	0.7896	-0.387	NA	51	NA	NA	NA
ENSG00000182809	0.7044	-0.4778	0.7044	-0.4778	NA	51	32	35	NA
ENSG00000183049	0.7403	-0.4149	0.7403	-0.4149	NA	51	24	46	NA
ENSG00000183092	0.7777	-0.4802	0.7777	-0.4802	NA	51	109	27	NA
ENSG00000183307	0.7246	-0.5055	0.7246	-0.5055	NA	51	40	10	NA
ENSG00000183741	0.7886	-0.4911	0.7886	-0.4911	NA	51	62	73	NA
ENSG00000183826	0.7307	-0.4948	0.7307	-0.4948	NA	51	35	73	NA
ENSG00000184545	0.728	-0.4833	0.728	-0.4833	NA	51	2	10	NA
ENSG00000184602	0.6721	-0.5271	0.6721	-0.5271	NA	51	47	78	NA
ENSG00000184613	0.8113	-0.5022	0.8113	-0.5022	NA	51	35	1	NA
ENSG00000184702	0.7381	-0.4993	0.7381	-0.4993	NA	51	35	10	NA
ENSG00000184887	0.6865	-0.4054	0.6865	-0.4054	NA	51	47	19	NA
ENSG00000185274	0.8023	-0.5198	0.8023	-0.5198	NA	51	101	65	NA
ENSG00000185305	0.7958	-0.494	0.7958	-0.494	NA	51	32	43	NA
ENSG00000185352	0.7424	-0.4472	0.7424	-0.4472	NA	51	35	73	NA
ENSG00000185361	0.7818	-0.4286	0.7818	-0.4286	NA	51	23	31	NA
ENSG00000185386	0.6789	-0.4464	0.6789	-0.4464	NA	51	32	74	NA
ENSG00000185668	0.7251	-0.5787	0.7251	-0.5787	NA	51	20	37	NA
ENSG00000185800	0.685	-0.5078	0.685	-0.5078	NA	51	23	74	NA
ENSG00000185915	0.7407	-0.5694	0.7407	-0.5694	NA	51	79	19	NA
ENSG00000185924	0.7798	-0.5047	0.7798	-0.5047	NA	51	56	2	NA
ENSG00000185942	0.6696	-0.5614	0.6696	-0.5614	NA	51	28	78	NA
ENSG00000185950	0.7673	-0.5221	0.7673	-0.5221	NA	51	31	68	NA
ENSG00000185972	0.7108	-0.3864	0.7108	-0.3864	NA	51	42	6	NA
ENSG00000186047	0.6286	-0.4249	0.6286	-0.4249	NA	51	74	10	NA
ENSG00000186260	0.7156	-0.5148	0.7156	-0.5148	NA	51	12	63	NA
ENSG00000186297	0.737	-0.5401	0.737	-0.5401	NA	51	86	78	NA
ENSG00000186642	0.7281	-0.4572	0.7281	-0.4572	NA	51	32	5	NA
ENSG00000186907	0.8031	-0.4411	0.8031	-0.4411	NA	51	35	36	NA
ENSG00000186998	0.7302	-0.4303	0.7302	-0.4303	NA	51	66	73	NA
ENSG00000187122	0.7109	-0.4802	0.7109	-0.4802	NA	51	35	73	NA
ENSG00000187323	0.7026	-0.5751	0.7026	-0.5751	NA	51	35	67	NA
ENSG00000187559	0.8057	-0.4778	0.8057	-0.4778	NA	51	35	NA	NA
ENSG00000187791	0.767	-0.4479	0.767	-0.4479	NA	51	90	6	NA
ENSG00000187902	0.6749	-0.5627	0.6749	-0.5627	NA	51	35	78	NA
ENSG00000188064	0.7459	-0.4787	0.7459	-0.4787	NA	51	100	2	NA
ENSG00000188112	0.794	-0.3838	0.794	-0.3838	NA	51	49	81	NA
ENSG00000188157	0.716	-0.3503	0.716	-0.3503	NA	51	64	72	NA
ENSG00000188895	0.6133	-0.4432	0.6133	-0.4432	NA	51	24	24	NA
ENSG00000188991	0.6567	-0.4459	0.6567	-0.4459	NA	51	89	NA	NA
ENSG00000189280	0.7714	-0.5106	0.7714	-0.5106	NA	51	85	81	NA
ENSG00000189339	0.7735	-0.4857	0.7735	-0.4857	NA	51	7	64	NA
ENSG00000189433	0.7292	-0.5362	0.7292	-0.5362	NA	51	100	37	NA
ENSG00000196083	0.7222	-0.4481	0.7222	-0.4481	NA	51	24	45	NA
ENSG00000196189	0.6159	-0.5091	0.6159	-0.5091	NA	51	103	58	NA
ENSG00000196338	0.7372	-0.4778	0.7372	-0.4778	NA	51	14	73	NA
ENSG00000196358	0.7875	-0.4257	0.7875	-0.4257	NA	51	48	46	NA
ENSG00000196422	0.7308	-0.352	0.7308	-0.352	NA	51	50	60	NA
ENSG00000196465	0.6129	-0.5543	0.6129	-0.5543	NA	51	23	19	NA
ENSG00000196526	0.6784	-0.5129	0.6784	-0.5129	NA	51	21	12	NA
ENSG00000196581	0.747	-0.4316	0.747	-0.4316	NA	51	35	65	NA
ENSG00000196588	0.7988	-0.422	0.7988	-0.422	NA	51	103	15	NA
ENSG00000196639	0.7041	-0.3911	0.7041	-0.3911	NA	51	72	12	NA
ENSG00000196700	0.6157	-0.5131	0.6157	-0.5131	NA	51	86	64	NA
ENSG00000196781	0.7251	-0.5234	0.7251	-0.5234	NA	51	51	70	NA
ENSG00000196872	0.7415	-0.4705	0.7415	-0.4705	NA	51	10	22	NA
ENSG00000196946	0.6973	-0.4696	0.6973	-0.4696	NA	51	42	22	NA
ENSG00000196950	0.7384	-0.3338	0.7384	-0.3338	NA	51	104	61	NA
ENSG00000197283	0.7776	-0.5068	0.7776	-0.5068	NA	51	35	65	NA
ENSG00000197380	0.7636	-0.4397	0.7636	-0.4397	NA	51	62	74	NA
ENSG00000197472	0.8128	-0.378	0.8128	-0.378	NA	51	41	NA	NA
ENSG00000197584	0.8017	-0.4806	0.8017	-0.4806	NA	51	14	50	NA
ENSG00000197852	0.7926	-0.4118	0.7926	-0.4118	NA	51	71	41	NA
