gene	UMAP_1	UMAP_2	UMAP_1_scaled	UMAP_2_scaled	UMAP Cluster blood	UMAP Cluster brain	UMAP Cluster singlecell	UMAP Cluster tissue	UMAP Cluster celline
ENSG00000005100	0.6153	-0.2512	0.6153	-0.2512	NA	40	17	63	NA
ENSG00000006118	0.2751	-0.288	0.2751	-0.288	NA	40	11	1	NA
ENSG00000008086	0.6273	-0.2385	0.6273	-0.2385	NA	40	69	46	NA
ENSG00000008853	0.6108	-0.3138	0.6108	-0.3138	NA	40	81	73	NA
ENSG00000010818	0.6661	0.0305	0.6661	0.0305	NA	40	51	63	NA
ENSG00000011347	0.6282	-0.2114	0.6282	-0.2114	NA	40	59	36	NA
ENSG00000019485	0.2902	-0.2793	0.2902	-0.2793	NA	40	74	74	NA
ENSG00000022556	0.6099	-0.5493	0.6099	-0.5493	NA	40	21	39	NA
ENSG00000025423	0.3081	-0.3744	0.3081	-0.3744	NA	40	93	45	NA
ENSG00000029153	0.6888	-0.225	0.6888	-0.225	NA	40	49	81	NA
ENSG00000038382	0.3682	-0.377	0.3682	-0.377	NA	40	51	24	NA
ENSG00000048707	0.588	-0.2391	0.588	-0.2391	NA	40	110	24	NA
ENSG00000049130	0.5905	-0.2619	0.5905	-0.2619	NA	40	64	13	NA
ENSG00000050767	0.5091	-0.1648	0.5091	-0.1648	NA	40	37	33	NA
ENSG00000052126	0.6099	-0.2617	0.6099	-0.2617	NA	40	91	4	NA
ENSG00000053747	0.6231	-0.3713	0.6231	-0.3713	NA	40	45	11	NA
ENSG00000055813	0.6413	-0.3045	0.6413	-0.3045	NA	40	109	43	NA
ENSG00000056736	0.2839	-0.3625	0.2839	-0.3625	NA	40	95	76	NA
ENSG00000056972	0.2956	-0.5034	0.2956	-0.5034	NA	40	71	11	NA
ENSG00000064763	0.6217	-0.274	0.6217	-0.274	NA	40	37	77	NA
ENSG00000064999	0.1969	-0.3328	0.1969	-0.3328	NA	40	12	14	NA
ENSG00000066032	0.5785	-0.2935	0.5785	-0.2935	NA	40	28	46	NA
ENSG00000068305	0.663	-0.108	0.663	-0.108	NA	40	12	41	NA
ENSG00000074211	0.6418	-0.3197	0.6418	-0.3197	NA	40	35	3	NA
ENSG00000074416	0.6086	-0.2574	0.6086	-0.2574	NA	40	49	11	NA
ENSG00000075391	0.6504	-0.2272	0.6504	-0.2272	NA	40	12	42	NA
ENSG00000075568	0.6792	-0.0448	0.6792	-0.0448	NA	40	87	63	NA
ENSG00000077009	0.2449	-0.3673	0.2449	-0.3673	NA	40	55	41	NA
ENSG00000079215	0.4153	-0.3705	0.4153	-0.3705	NA	40	74	73	NA
ENSG00000079691	0.3434	-0.3642	0.3434	-0.3642	NA	40	71	7	NA
ENSG00000080493	0.3848	-0.377	0.3848	-0.377	NA	40	28	8	NA
ENSG00000081320	0.5907	-0.3469	0.5907	-0.3469	NA	40	29	15	NA
ENSG00000084676	0.5377	-0.4207	0.5377	-0.4207	NA	40	24	25	NA
ENSG00000087250	0.5524	-0.3294	0.5524	-0.3294	NA	40	11	78	NA
ENSG00000088808	0.3257	-0.4147	0.3257	-0.4147	NA	40	12	35	NA
ENSG00000090776	0.633	-0.3606	0.633	-0.3606	NA	40	32	58	NA
ENSG00000090971	0.2373	-0.3538	0.2373	-0.3538	NA	40	109	65	NA
ENSG00000091129	0.5751	-0.3122	0.5751	-0.3122	NA	40	14	73	NA
ENSG00000092969	0.5994	-0.3055	0.5994	-0.3055	NA	40	46	43	NA
ENSG00000095637	0.4838	-0.3685	0.4838	-0.3685	NA	40	62	12	NA
ENSG00000099992	0.2842	-0.4464	0.2842	-0.4464	NA	40	91	81	NA
ENSG00000099999	0.2672	-0.4583	0.2672	-0.4583	NA	40	11	64	NA
ENSG00000100109	0.6071	0.2984	0.6071	0.2984	NA	40	29	63	NA
ENSG00000100350	0.5853	-0.3694	0.5853	-0.3694	NA	40	72	65	NA
ENSG00000100767	0.3368	-0.3775	0.3368	-0.3775	NA	40	88	72	NA
ENSG00000101193	0.3631	-0.3736	0.3631	-0.3736	NA	40	84	54	NA
ENSG00000101216	0.3075	-0.3579	0.3075	-0.3579	NA	40	29	24	NA
ENSG00000101350	0.5334	-0.4071	0.5334	-0.4071	NA	40	79	48	NA
ENSG00000101911	0.6654	-0.188	0.6654	-0.188	NA	40	94	61	NA
ENSG00000103269	0.6125	-0.2732	0.6125	-0.2732	NA	40	98	27	NA
ENSG00000103351	0.32	-0.3938	0.32	-0.3938	NA	40	107	48	NA
ENSG00000105048	0.6364	-0.2156	0.6364	-0.2156	NA	40	55	19	NA
ENSG00000105072	-0.1507	-0.663	-0.1507	-0.663	NA	40	56	21	NA
ENSG00000105088	0.5378	-0.2213	0.5378	-0.2213	NA	40	26	78	NA
ENSG00000105429	0.2908	-0.253	0.2908	-0.253	NA	40	109	10	NA
ENSG00000105576	0.5311	-0.2885	0.5311	-0.2885	NA	40	94	2	NA
ENSG00000105808	0.2825	-0.4253	0.2825	-0.4253	NA	40	28	19	NA
ENSG00000105894	0.6154	-0.2488	0.6154	-0.2488	NA	40	85	73	NA
ENSG00000105928	0.6371	-0.3878	0.6371	-0.3878	NA	40	63	3	NA
ENSG00000106571	0.2401	-0.338	0.2401	-0.338	NA	40	108	75	NA
ENSG00000107560	0.6637	-0.0745	0.6637	-0.0745	NA	40	37	22	NA
ENSG00000108551	0.6445	-0.309	0.6445	-0.309	NA	40	51	70	NA
ENSG00000108829	0.6038	-0.2562	0.6038	-0.2562	NA	40	8	70	NA
ENSG00000108924	0.6905	-0.2112	0.6905	-0.2112	NA	40	104	45	NA
ENSG00000109189	0.4924	-0.379	0.4924	-0.379	NA	40	57	35	NA
ENSG00000109472	0.4502	-0.3999	0.4502	-0.3999	NA	40	76	73	NA
ENSG00000110436	0.6194	-0.2757	0.6194	-0.2757	NA	40	28	78	NA
ENSG00000110841	0.6303	-0.2353	0.6303	-0.2353	NA	40	32	35	NA
ENSG00000110881	0.1877	-0.3271	0.1877	-0.3271	NA	40	14	10	NA
ENSG00000112333	0.2914	-0.3523	0.2914	-0.3523	NA	40	11	46	NA
ENSG00000112425	0.5171	-0.1563	0.5171	-0.1563	NA	40	95	25	NA
ENSG00000112576	0.6928	-0.3797	0.6928	-0.3797	NA	40	9	66	NA
ENSG00000112782	0.2316	-0.3202	0.2316	-0.3202	NA	40	57	62	NA
ENSG00000113205	0.6561	-0.1424	0.6561	-0.1424	NA	40	76	57	NA
ENSG00000113209	0.6292	-0.2404	0.6292	-0.2404	NA	40	53	65	NA
ENSG00000113211	0.6193	-0.2103	0.6193	-0.2103	NA	40	53	74	NA
ENSG00000113212	0.61	-0.2449	0.61	-0.2449	NA	40	53	74	NA
ENSG00000113448	0.6252	-0.2795	0.6252	-0.2795	NA	40	36	63	NA
ENSG00000114529	0.0161	-0.6812	0.0161	-0.6812	NA	40	69	60	NA
ENSG00000114904	0.2687	-0.3703	0.2687	-0.3703	NA	40	53	61	NA
ENSG00000115507	0.2794	-0.3535	0.2794	-0.3535	NA	40	38	2	NA
ENSG00000115526	0.6039	-0.2819	0.6039	-0.2819	NA	40	91	65	NA
ENSG00000117425	0.2135	-0.4936	0.2135	-0.4936	NA	40	94	69	NA
ENSG00000117525	0.6143	-0.3124	0.6143	-0.3124	NA	40	38	43	NA
ENSG00000117640	0.2303	-0.3511	0.2303	-0.3511	NA	40	23	52	NA
ENSG00000118495	0.5869	-0.2353	0.5869	-0.2353	NA	40	59	14	NA
ENSG00000119673	0.4313	-0.3856	0.4313	-0.3856	NA	40	15	76	NA
ENSG00000119927	0.239	-0.33	0.239	-0.33	NA	40	89	45	NA
ENSG00000120322	0.629	-0.2385	0.629	-0.2385	NA	40	105	67	NA
ENSG00000120324	0.5991	-0.2945	0.5991	-0.2945	NA	40	86	74	NA
ENSG00000120327	0.6089	-0.2574	0.6089	-0.2574	NA	40	28	74	NA
ENSG00000120328	0.6204	-0.2393	0.6204	-0.2393	NA	40	59	75	NA
ENSG00000121057	0.5537	0.1297	0.5537	0.1297	NA	40	56	25	NA
ENSG00000121060	0.2935	-0.3756	0.2935	-0.3756	NA	40	24	49	NA
ENSG00000121742	0.2377	-0.3216	0.2377	-0.3216	NA	40	49	81	NA
ENSG00000122477	0.672	-0.0524	0.672	-0.0524	NA	40	55	62	NA
ENSG00000122756	0.1414	-0.3364	0.1414	-0.3364	NA	40	108	25	NA
ENSG00000122778	0.6058	-0.2667	0.6058	-0.2667	NA	40	58	46	NA
ENSG00000123453	0.2592	-0.2989	0.2592	-0.2989	NA	40	93	45	NA
ENSG00000124006	0.2779	-0.4051	0.2779	-0.4051	NA	40	56	75	NA
ENSG00000124140	0.5127	-0.1979	0.5127	-0.1979	NA	40	86	27	NA
ENSG00000124253	0.2169	-0.3242	0.2169	-0.3242	NA	40	45	16	NA
ENSG00000124479	0.5233	-0.3404	0.5233	-0.3404	NA	40	94	65	NA
ENSG00000124571	0.297	-0.3834	0.297	-0.3834	NA	40	64	39	NA
ENSG00000124780	0.1917	-0.4513	0.1917	-0.4513	NA	40	110	12	NA
ENSG00000124788	0.6331	-0.2207	0.6331	-0.2207	NA	40	9	25	NA
ENSG00000125285	0.5796	-0.3284	0.5796	-0.3284	NA	40	68	78	NA
ENSG00000125775	0.6094	-0.3512	0.6094	-0.3512	NA	40	45	17	NA
ENSG00000125841	0.5922	-0.2575	0.5922	-0.2575	NA	40	98	73	NA
ENSG00000126705	0.3228	-0.3804	0.3228	-0.3804	NA	40	46	24	NA
ENSG00000127220	0.5978	-0.2674	0.5978	-0.2674	NA	40	65	10	NA
ENSG00000127666	0.634	-0.2358	0.634	-0.2358	NA	40	45	11	NA
ENSG00000128294	0.5694	-0.2708	0.5694	-0.2708	NA	40	47	8	NA
ENSG00000128606	0.2709	-0.3611	0.2709	-0.3611	NA	40	94	75	NA
ENSG00000128872	0.6269	-0.2752	0.6269	-0.2752	NA	40	61	73	NA
ENSG00000130287	0.6037	-0.4315	0.6037	-0.4315	NA	40	28	73	NA
ENSG00000130382	0.3521	-0.3907	0.3521	-0.3907	NA	40	63	64	NA
ENSG00000130635	0.0062	-0.6784	0.0062	-0.6784	NA	40	108	75	NA
ENSG00000130876	0.1801	-0.3333	0.1801	-0.3333	NA	40	89	73	NA
ENSG00000131116	0.5731	-0.3329	0.5731	-0.3329	NA	40	97	78	NA
ENSG00000131378	0.6395	-0.3318	0.6395	-0.3318	NA	40	82	66	NA
ENSG00000131381	0.5638	-0.3307	0.5638	-0.3307	NA	40	102	65	NA
ENSG00000131653	0.3527	-0.3912	0.3527	-0.3912	NA	40	85	64	NA
ENSG00000131759	0.5354	-0.3731	0.5354	-0.3731	NA	40	29	12	NA
ENSG00000131831	0.5275	-0.2048	0.5275	-0.2048	NA	40	52	75	NA
ENSG00000131981	0.6069	-0.2746	0.6069	-0.2746	NA	40	45	77	NA
ENSG00000132321	0.2879	-0.3896	0.2879	-0.3896	NA	40	28	1	NA
ENSG00000132881	0.2694	-0.4376	0.2694	-0.4376	NA	40	107	78	NA
ENSG00000132970	0.2941	-0.3339	0.2941	-0.3339	NA	40	91	46	NA
ENSG00000133019	0.6733	-0.2086	0.6733	-0.2086	NA	40	38	82	NA
ENSG00000133794	0.65	-0.2189	0.65	-0.2189	NA	40	29	24	NA
ENSG00000133961	0.5564	-0.3845	0.5564	-0.3845	NA	40	24	11	NA
ENSG00000134107	0.6065	-0.2346	0.6065	-0.2346	NA	40	52	63	NA
ENSG00000134109	0.6256	-0.3563	0.6256	-0.3563	NA	40	82	51	NA
ENSG00000134184	0.4472	-0.3889	0.4472	-0.3889	NA	40	25	31	NA
ENSG00000134253	0.5901	-0.3001	0.5901	-0.3001	NA	40	36	24	NA
ENSG00000134376	0.6358	0.3092	0.6358	0.3092	NA	40	34	46	NA
ENSG00000134508	0.2392	-0.3333	0.2392	-0.3333	NA	40	51	78	NA
ENSG00000134532	0.5838	-0.2568	0.5838	-0.2568	NA	40	89	47	NA
ENSG00000134627	0.686	-0.0296	0.686	-0.0296	NA	40	37	44	NA
ENSG00000134873	0.6464	-0.2923	0.6464	-0.2923	NA	40	88	8	NA
ENSG00000135144	0.2302	-0.4937	0.2302	-0.4937	NA	40	109	18	NA
ENSG00000135451	0.6435	-0.2296	0.6435	-0.2296	NA	40	27	44	NA
ENSG00000135597	0.3683	-0.3103	0.3683	-0.3103	NA	40	59	22	NA
ENSG00000135686	0.3404	-0.3928	0.3404	-0.3928	NA	40	110	39	NA
ENSG00000136295	0.5555	-0.3422	0.5555	-0.3422	NA	40	72	64	NA
ENSG00000136720	0.5572	-0.2163	0.5572	-0.2163	NA	40	58	68	NA
ENSG00000136840	0.3211	-0.3966	0.3211	-0.3966	NA	40	6	24	NA
ENSG00000136928	0.6041	-0.2183	0.6041	-0.2183	NA	40	86	10	NA
ENSG00000137033	0.5158	-0.4274	0.5158	-0.4274	NA	40	12	13	NA
ENSG00000137200	0.231	-0.3358	0.231	-0.3358	NA	40	43	39	NA
ENSG00000137522	0.1893	-0.3694	0.1893	-0.3694	NA	40	50	69	NA
ENSG00000139117	0.6189	-0.392	0.6189	-0.392	NA	40	32	14	NA
ENSG00000139174	0.6262	-0.2302	0.6262	-0.2302	NA	40	14	13	NA
ENSG00000139352	0.5987	-0.2801	0.5987	-0.2801	NA	40	76	36	NA
ENSG00000139579	0.6096	-0.3087	0.6096	-0.3087	NA	40	23	19	NA
ENSG00000139613	0.573	-0.2925	0.573	-0.2925	NA	40	105	64	NA
ENSG00000139880	0.2499	-0.3323	0.2499	-0.3323	NA	40	32	64	NA
ENSG00000139990	0.3047	-0.4689	0.3047	-0.4689	NA	40	7	39	NA
ENSG00000140022	0.2815	-0.3772	0.2815	-0.3772	NA	40	47	78	NA
ENSG00000140382	0.6582	0.008	0.6582	0.008	NA	40	55	61	NA
ENSG00000140396	0.3755	-0.4197	0.3755	-0.4197	NA	40	48	40	NA
ENSG00000140416	0.378	-0.4081	0.378	-0.4081	NA	40	62	41	NA
ENSG00000140519	0.625	-0.3096	0.625	-0.3096	NA	40	85	81	NA
ENSG00000141026	0.5912	-0.3163	0.5912	-0.3163	NA	40	55	52	NA
ENSG00000141485	0.2606	-0.3193	0.2606	-0.3193	NA	40	38	31	NA
ENSG00000141622	0.5852	-0.3539	0.5852	-0.3539	NA	40	109	46	NA
ENSG00000141655	0.6349	-0.269	0.6349	-0.269	NA	40	54	77	NA
ENSG00000142949	0.5624	-0.3571	0.5624	-0.3571	NA	40	70	11	NA
ENSG00000143850	0.2809	-0.2805	0.2809	-0.2805	NA	40	88	64	NA
ENSG00000144040	0.2678	-0.2937	0.2678	-0.2937	NA	40	28	78	NA
ENSG00000144407	0.6182	-0.3403	0.6182	-0.3403	NA	40	88	46	NA
ENSG00000144452	0.5914	-0.2974	0.5914	-0.2974	NA	40	100	37	NA
ENSG00000144677	0.343	-0.3515	0.343	-0.3515	NA	40	57	58	NA
ENSG00000144908	0.3964	-0.3559	0.3964	-0.3559	NA	40	93	16	NA
ENSG00000145431	0.6428	-0.4138	0.6428	-0.4138	NA	40	72	69	NA
ENSG00000145743	0.498	-0.3182	0.498	-0.3182	NA	40	7	25	NA
ENSG00000146067	0.3435	-0.3662	0.3435	-0.3662	NA	40	7	64	NA
ENSG00000146083	0.6312	-0.2442	0.6312	-0.2442	NA	40	23	66	NA
ENSG00000146540	0.6077	-0.3704	0.6077	-0.3704	NA	40	75	70	NA
ENSG00000146834	0.3686	-0.3142	0.3686	-0.3142	NA	40	102	67	NA
ENSG00000147119	0.2406	-0.3513	0.2406	-0.3513	NA	40	40	75	NA
ENSG00000147676	0.6376	-0.0331	0.6376	-0.0331	NA	40	100	11	NA
ENSG00000147813	0.4705	-0.433	0.4705	-0.433	NA	40	84	26	NA
ENSG00000148053	0.2736	-0.3616	0.2736	-0.3616	NA	40	28	73	NA
ENSG00000148604	0.2629	-0.3629	0.2629	-0.3629	NA	40	99	46	NA
ENSG00000149600	0.5981	-0.3153	0.5981	-0.3153	NA	40	95	25	NA
ENSG00000149972	0.6033	-0.2595	0.6033	-0.2595	NA	40	109	43	NA
ENSG00000150347	0.6466	-0.2141	0.6466	-0.2141	NA	40	87	14	NA
ENSG00000150625	0.6248	-0.3561	0.6248	-0.3561	NA	40	28	10	NA
ENSG00000151065	0.0771	-0.7187	0.0771	-0.7187	NA	40	102	74	NA
ENSG00000151067	0.6193	-0.2411	0.6193	-0.2411	NA	40	105	12	NA
ENSG00000151553	0.3994	-0.4196	0.3994	-0.4196	NA	40	48	44	NA
ENSG00000152467	0.2352	-0.4786	0.2352	-0.4786	NA	40	10	22	NA
ENSG00000153157	0.6728	-0.0272	0.6728	-0.0272	NA	40	83	69	NA
ENSG00000153395	0.336	-0.4313	0.336	-0.4313	NA	40	31	5	NA
ENSG00000153446	0.4135	-0.4008	0.4135	-0.4008	NA	40	81	33	NA
ENSG00000153904	0.2699	-0.3455	0.2699	-0.3455	NA	40	51	36	NA
ENSG00000153936	0.4147	-0.3992	0.4147	-0.3992	NA	40	24	4	NA
ENSG00000154134	0.6387	-0.2298	0.6387	-0.2298	NA	40	32	75	NA
ENSG00000154240	0.3458	-0.4105	0.3458	-0.4105	NA	40	79	47	NA
ENSG00000154359	0.566	-0.3219	0.566	-0.3219	NA	40	105	47	NA
ENSG00000154429	0.6754	0.0469	0.6754	0.0469	NA	40	13	46	NA
ENSG00000154856	0.3569	-0.3364	0.3569	-0.3364	NA	40	108	37	NA
ENSG00000155265	0.3472	-0.3605	0.3472	-0.3605	NA	40	98	27	NA
ENSG00000155657	0.645	-0.3198	0.645	-0.3198	NA	40	55	30	NA
ENSG00000155816	0.5718	-0.2639	0.5718	-0.2639	NA	40	28	73	NA
ENSG00000155893	0.6274	-0.3147	0.6274	-0.3147	NA	40	19	50	NA
ENSG00000156076	0.6344	-0.3828	0.6344	-0.3828	NA	40	11	46	NA
ENSG00000156113	0.6782	-0.2492	0.6782	-0.2492	NA	40	19	12	NA
ENSG00000156853	0.6407	-0.1568	0.6407	-0.1568	NA	40	53	39	NA
ENSG00000157103	0.252	-0.3055	0.252	-0.3055	NA	40	22	36	NA
ENSG00000157388	0.5798	-0.2287	0.5798	-0.2287	NA	40	76	22	NA
ENSG00000158480	0.6018	-0.3081	0.6018	-0.3081	NA	40	54	3	NA
ENSG00000160050	0.3594	-0.3731	0.3594	-0.3731	NA	40	47	19	NA
ENSG00000160094	0.5792	-0.2898	0.5792	-0.2898	NA	40	7	24	NA
ENSG00000160145	0.6394	-0.2306	0.6394	-0.2306	NA	40	32	25	NA
ENSG00000160190	0.3248	-0.4468	0.3248	-0.4468	NA	40	4	77	NA
ENSG00000160209	0.2708	-0.2835	0.2708	-0.2835	NA	40	56	36	NA
ENSG00000160606	0.2773	-0.3507	0.2773	-0.3507	NA	40	65	2	NA
ENSG00000160803	0.6243	-0.3077	0.6243	-0.3077	NA	40	64	25	NA
ENSG00000160972	0.3816	-0.409	0.3816	-0.409	NA	40	1	10	NA
ENSG00000161956	0.2902	-0.2938	0.2902	-0.2938	NA	40	22	65	NA
ENSG00000162068	0.0143	-0.4548	0.0143	-0.4548	NA	40	NA	NA	NA
ENSG00000162174	0.2066	-0.3219	0.2066	-0.3219	NA	40	52	36	NA
ENSG00000162437	0.3329	-0.4018	0.3329	-0.4018	NA	40	45	77	NA
ENSG00000163053	0.2414	-0.3384	0.2414	-0.3384	NA	40	99	65	NA
ENSG00000163214	0.2988	-0.3687	0.2988	-0.3687	NA	40	23	21	NA
ENSG00000163362	0.2806	-0.3701	0.2806	-0.3701	NA	40	1	77	NA
ENSG00000163406	0.4377	-0.3488	0.4377	-0.3488	NA	40	38	22	NA
ENSG00000163633	0.5723	-0.2999	0.5723	-0.2999	NA	40	73	47	NA
ENSG00000164188	0.5793	-0.3239	0.5793	-0.3239	NA	40	105	36	NA
ENSG00000164877	0.2717	-0.3369	0.2717	-0.3369	NA	40	68	77	NA
ENSG00000164976	0.2513	-0.3208	0.2513	-0.3208	NA	40	45	19	NA
ENSG00000165730	0.2866	-0.3586	0.2866	-0.3586	NA	40	101	1	NA
ENSG00000166165	0.5998	-0.3103	0.5998	-0.3103	NA	40	45	78	NA
ENSG00000166341	0.2721	-0.4691	0.2721	-0.4691	NA	40	32	12	NA
ENSG00000166535	0.2534	-0.3432	0.2534	-0.3432	NA	40	49	81	NA
ENSG00000166896	0.3834	-0.3928	0.3834	-0.3928	NA	40	53	67	NA
ENSG00000166908	0.6257	-0.1875	0.6257	-0.1875	NA	40	68	22	NA
ENSG00000167323	0.4873	-0.5067	0.4873	-0.5067	NA	40	48	63	NA
ENSG00000167487	0.6092	-0.3613	0.6092	-0.3613	NA	40	103	74	NA
ENSG00000167653	0.6746	-0.2216	0.6746	-0.2216	NA	40	84	60	NA
ENSG00000167992	-0.1546	-0.7446	-0.1546	-0.7446	NA	40	82	31	NA
ENSG00000168309	0.6358	-0.3694	0.6358	-0.3694	NA	40	32	3	NA
ENSG00000168646	0.3135	-0.3733	0.3135	-0.3733	NA	40	21	75	NA
ENSG00000168702	0.6183	-0.3199	0.6183	-0.3199	NA	40	109	78	NA
ENSG00000168734	0.6108	-0.3675	0.6108	-0.3675	NA	40	32	35	NA
ENSG00000169410	0.6151	-0.3376	0.6151	-0.3376	NA	40	105	77	NA
ENSG00000169551	0.6246	-0.2363	0.6246	-0.2363	NA	40	3	67	NA
ENSG00000169933	0.615	-0.2426	0.615	-0.2426	NA	40	35	73	NA
ENSG00000170365	0.3324	-0.3925	0.3324	-0.3925	NA	40	32	38	NA
ENSG00000170370	0.6469	-0.2691	0.6469	-0.2691	NA	40	52	22	NA
ENSG00000170425	0.6137	-0.2649	0.6137	-0.2649	NA	40	26	1	NA
ENSG00000170516	0.6252	-0.264	0.6252	-0.264	NA	40	53	6	NA
ENSG00000170558	0.2822	-0.3355	0.2822	-0.3355	NA	40	60	35	NA
ENSG00000170667	0.2506	-0.4332	0.2506	-0.4332	NA	40	36	19	NA
ENSG00000171408	0.2631	-0.4039	0.2631	-0.4039	NA	40	91	65	NA
ENSG00000171759	0.6052	-0.2646	0.6052	-0.2646	NA	40	88	16	NA
ENSG00000171792	0.2783	-0.3558	0.2783	-0.3558	NA	40	71	61	NA
ENSG00000172399	0.5988	-0.2795	0.5988	-0.2795	NA	40	60	41	NA
ENSG00000172461	0.2681	-0.3473	0.2681	-0.3473	NA	40	28	27	NA
ENSG00000172728	0.2646	-0.3534	0.2646	-0.3534	NA	40	73	61	NA
ENSG00000172752	0.2325	-0.3493	0.2325	-0.3493	NA	40	108	58	NA
ENSG00000173276	0.5872	-0.3429	0.5872	-0.3429	NA	40	103	44	NA
ENSG00000173334	0.3467	-0.3862	0.3467	-0.3862	NA	40	31	44	NA
ENSG00000174226	0.6769	-0.0848	0.6769	-0.0848	NA	40	20	81	NA
ENSG00000174236	0.6561	-0.2239	0.6561	-0.2239	NA	40	70	77	NA
ENSG00000174483	0.2832	-0.3726	0.2832	-0.3726	NA	40	22	65	NA
ENSG00000175161	0.6079	-0.2866	0.6079	-0.2866	NA	40	35	46	NA
ENSG00000175745	0.5736	-0.3124	0.5736	-0.3124	NA	40	108	75	NA
ENSG00000176244	0.2488	-0.3323	0.2488	-0.3323	NA	40	28	78	NA
ENSG00000176402	0.4864	-0.3331	0.4864	-0.3331	NA	40	38	8	NA
ENSG00000176563	0.7084	-0.0231	0.7084	-0.0231	NA	40	3	57	NA
ENSG00000176769	0.5434	-0.1783	0.5434	-0.1783	NA	40	109	46	NA
ENSG00000176871	0.6202	-0.3656	0.6202	-0.3656	NA	40	69	25	NA
ENSG00000176946	0.2421	-0.3354	0.2421	-0.3354	NA	40	52	52	NA
ENSG00000177398	0.5664	-0.285	0.5664	-0.285	NA	40	107	56	NA
ENSG00000177453	0.5184	-0.3322	0.5184	-0.3322	NA	40	86	73	NA
ENSG00000177728	0.5936	-0.4379	0.5936	-0.4379	NA	40	86	24	NA
ENSG00000177839	0.6436	-0.1529	0.6436	-0.1529	NA	40	86	73	NA
ENSG00000178075	0.2644	-0.3344	0.2644	-0.3344	NA	40	51	36	NA
ENSG00000178445	0.6405	-0.3469	0.6405	-0.3469	NA	40	63	31	NA
ENSG00000178602	0.5853	-0.363	0.5853	-0.363	NA	40	59	20	NA
ENSG00000179431	0.5632	-0.3465	0.5632	-0.3465	NA	40	17	65	NA
ENSG00000180263	0.4923	-0.3515	0.4923	-0.3515	NA	40	51	58	NA
ENSG00000180855	0.2152	-0.3403	0.2152	-0.3403	NA	40	104	64	NA
ENSG00000181035	0.2653	-0.3745	0.2653	-0.3745	NA	40	55	31	NA
ENSG00000181513	0.3291	-0.3677	0.3291	-0.3677	NA	40	1	31	NA
ENSG00000181790	0.3204	-0.2566	0.3204	-0.2566	NA	40	35	78	NA
ENSG00000181856	0.2679	-0.3136	0.2679	-0.3136	NA	40	22	25	NA
ENSG00000182263	0.1792	-0.3203	0.1792	-0.3203	NA	40	61	74	NA
ENSG00000182308	0.6816	-0.0238	0.6816	-0.0238	NA	40	106	6	NA
ENSG00000182606	0.452	-0.1626	0.452	-0.1626	NA	40	87	62	NA
ENSG00000182667	0.5858	0.0275	0.5858	0.0275	NA	40	79	46	NA
ENSG00000182771	0.5167	-0.4034	0.5167	-0.4034	NA	40	14	65	NA
ENSG00000182902	0.2186	-0.3248	0.2186	-0.3248	NA	40	28	78	NA
ENSG00000182979	0.5385	-0.3391	0.5385	-0.3391	NA	40	30	64	NA
ENSG00000183044	0.2441	-0.3559	0.2441	-0.3559	NA	40	59	36	NA
ENSG00000183579	0.5937	-0.2906	0.5937	-0.2906	NA	40	57	22	NA
ENSG00000183655	0.2973	-0.4144	0.2973	-0.4144	NA	40	76	67	NA
ENSG00000183715	0.6542	-0.1299	0.6542	-0.1299	NA	40	35	27	NA
ENSG00000184227	0.4119	-0.3722	0.4119	-0.3722	NA	40	10	16	NA
ENSG00000184489	0.2911	-0.2571	0.2911	-0.2571	NA	40	102	74	NA
ENSG00000184508	0.6036	-0.3174	0.6036	-0.3174	NA	40	97	70	NA
ENSG00000185261	0.2791	-0.3832	0.2791	-0.3832	NA	40	24	48	NA
ENSG00000185737	0.595	-0.2679	0.595	-0.2679	NA	40	28	73	NA
ENSG00000185742	0.6438	-0.2244	0.6438	-0.2244	NA	40	35	73	NA
ENSG00000186854	0.5648	-0.2749	0.5648	-0.2749	NA	40	9	77	NA
ENSG00000187024	0.6144	-0.4062	0.6144	-0.4062	NA	40	83	68	NA
ENSG00000187166	0.6225	-0.2563	0.6225	-0.2563	NA	40	73	79	NA
ENSG00000187372	0.6327	-0.2257	0.6327	-0.2257	NA	40	91	70	NA
ENSG00000187391	0.5847	-0.3351	0.5847	-0.3351	NA	40	57	73	NA
ENSG00000187676	0.2348	-0.3561	0.2348	-0.3561	NA	40	35	35	NA
ENSG00000188051	0.6393	-0.3507	0.6393	-0.3507	NA	40	11	46	NA
ENSG00000188130	0.5963	-0.4444	0.5963	-0.4444	NA	40	30	19	NA
ENSG00000188636	0.5836	-0.3466	0.5836	-0.3466	NA	40	23	65	NA
ENSG00000188677	0.3161	-0.2514	0.3161	-0.2514	NA	40	47	62	NA
ENSG00000188938	0.5792	-0.3446	0.5792	-0.3446	NA	40	13	33	NA
ENSG00000189334	0.5873	-0.3055	0.5873	-0.3055	NA	40	85	81	NA
ENSG00000196141	0.656	-0.3373	0.656	-0.3373	NA	40	45	60	NA
ENSG00000196862	0.2293	-0.3162	0.2293	-0.3162	NA	40	86	67	NA
ENSG00000196914	0.2841	-0.3616	0.2841	-0.3616	NA	40	46	63	NA
ENSG00000197006	0.396	-0.3959	0.396	-0.3959	NA	40	102	72	NA
ENSG00000197442	0.3859	-0.383	0.3859	-0.383	NA	40	24	4	NA
